NAME,Cases
"Schoharie County, New York",64
"Schuyler County, New York",20
"Seneca County, New York",80
"Steuben County, New York",283
"Suffolk County, New York",42621
"Sullivan County, New York",1473
"Tioga County, New York",175
"Tompkins County, New York",209
"Ulster County, New York",1909
"Warren County, New York",288
"Washington County, New York",251
"Wayne County, New York",236
"Westchester County, New York",35636
"Wyoming County, New York",108
"Yates County, New York",51
"Statewide Unallocated, North Carolina",0
"Alamance County, North Carolina",1809
"Alexander County, North Carolina",225
"Alleghany County, North Carolina",53
"Anson County, North Carolina",267
"Ashe County, North Carolina",75
"Avery County, North Carolina",53
"Beaufort County, North Carolina",216
"Bertie County, North Carolina",190
"Bladen County, North Carolina",509
"Brunswick County, North Carolina",992
"Buncombe County, North Carolina",1248
"Burke County, North Carolina",1360
"Cabarrus County, North Carolina",2028
"Caldwell County, North Carolina",835
"Camden County, North Carolina",48
"Carteret County, North Carolina",178
"Caswell County, North Carolina",167
"Catawba County, North Carolina",1574
"Chatham County, North Carolina",1124
"Cherokee County, North Carolina",151
"Chowan County, North Carolina",72
"Clay County, North Carolina",39
"Cleveland County, North Carolina",735
"Columbus County, North Carolina",714
"Craven County, North Carolina",528
"Cumberland County, North Carolina",2101
"Currituck County, North Carolina",56
"Dare County, North Carolina",163
"Davidson County, North Carolina",1457
"Davie County, North Carolina",284
"Duplin County, North Carolina",1807
"Durham County, North Carolina",5220
"Edgecombe County, North Carolina",473
"Forsyth County, North Carolina",4343
"Franklin County, North Carolina",641
"Gaston County, North Carolina",2432
"Gates County, North Carolina",34
"Graham County, North Carolina",15
"Granville County, North Carolina",1055
"Greene County, North Carolina",264
"Guilford County, North Carolina",4412
"Halifax County, North Carolina",499
"Harnett County, North Carolina",932
"Haywood County, North Carolina",192
"Henderson County, North Carolina",1191
"Hertford County, North Carolina",219
"Hoke County, North Carolina",577
"Hyde County, North Carolina",35
"Iredell County, North Carolina",1399
"Jackson County, North Carolina",306
"Johnston County, North Carolina",2490
"Jones County, North Carolina",44
"Lee County, North Carolina",1037
"Lenoir County, North Carolina",462
"Lincoln County, North Carolina",589
"McDowell County, North Carolina",416
"Macon County, North Carolina",397
"Madison County, North Carolina",25
"Martin County, North Carolina",191
"Mecklenburg County, North Carolina",18075
"Mitchell County, North Carolina",60
"Montgomery County, North Carolina",466
"Moore County, North Carolina",755
"Nash County, North Carolina",794
"New Hanover County, North Carolina",1932
"Northampton County, North Carolina",240
"Onslow County, North Carolina",618
"Orange County, North Carolina",1127
"Pamlico County, North Carolina",46
"Pasquotank County, North Carolina",278
"Pender County, North Carolina",518
"Perquimans County, North Carolina",50
"Person County, North Carolina",157
"Pitt County, North Carolina",1293
"Polk County, North Carolina",121
"Randolph County, North Carolina",1810
"Richmond County, North Carolina",418
"Robeson County, North Carolina",2015
"Rockingham County, North Carolina",375
"Rowan County, North Carolina",1778
"Rutherford County, North Carolina",524
"Sampson County, North Carolina",1340
"Scotland County, North Carolina",203
"Stanly County, North Carolina",708
"Stokes County, North Carolina",202
"Surry County, North Carolina",699
"Swain County, North Carolina",86
"Transylvania County, North Carolina",98
"Tyrrell County, North Carolina",80
"Union County, North Carolina",2287
"Vance County, North Carolina",650
"Wake County, North Carolina",9252
"Warren County, North Carolina",212
"Washington County, North Carolina",89
"Watauga County, North Carolina",189
"Wayne County, North Carolina",2142
"Wilkes County, North Carolina",672
"Wilson County, North Carolina",1200
"Yadkin County, North Carolina",419
"Yancey County, North Carolina",68
"Statewide Unallocated, North Dakota",0
"Adams County, North Dakota",0
"Barnes County, North Dakota",28
"Benson County, North Dakota",32
"Billings County, North Dakota",1
"Bottineau County, North Dakota",7
"Bowman County, North Dakota",3
"Burke County, North Dakota",11
"Burleigh County, North Dakota",633
"Cass County, North Dakota",2715
"Cavalier County, North Dakota",25
"Dickey County, North Dakota",8
"Divide County, North Dakota",1
"Dunn County, North Dakota",27
"Eddy County, North Dakota",6
"Emmons County, North Dakota",10
"Foster County, North Dakota",3
"Golden Valley County, North Dakota",3
"Grand Forks County, North Dakota",555
"Grant County, North Dakota",4
"Griggs County, North Dakota",4
"Hettinger County, North Dakota",6
"Kidder County, North Dakota",5
"LaMoure County, North Dakota",14
"Logan County, North Dakota",1
"McHenry County, North Dakota",11
"McIntosh County, North Dakota",11
"McKenzie County, North Dakota",58
"McLean County, North Dakota",16
"Mercer County, North Dakota",14
"Morton County, North Dakota",187
"Mountrail County, North Dakota",97
"Nelson County, North Dakota",3
"Oliver County, North Dakota",4
"Pembina County, North Dakota",21
"Pierce County, North Dakota",8
"Ramsey County, North Dakota",26
"Ransom County, North Dakota",24
"Renville County, North Dakota",8
"Richland County, North Dakota",57
"Rolette County, North Dakota",13
"Sargent County, North Dakota",9
"Sheridan County, North Dakota",4
"Sioux County, North Dakota",47
"Slope County, North Dakota",3
"Stark County, North Dakota",124
"Steele County, North Dakota",6
"Stutsman County, North Dakota",84
"Towner County, North Dakota",4
"Traill County, North Dakota",33
"Walsh County, North Dakota",85
"Ward County, North Dakota",119
"Wells County, North Dakota",12
"Williams County, North Dakota",177
"Statewide Unallocated, Ohio",1
"Adams County, Ohio",39
"Allen County, Ohio",486
"Ashland County, Ohio",103
"Ashtabula County, Ohio",489
"Athens County, Ohio",292
"Auglaize County, Ohio",147
"Belmont County, Ohio",578
"Brown County, Ohio",76
"Butler County, Ohio",2230
"Carroll County, Ohio",90
"Champaign County, Ohio",77
"Clark County, Ohio",951
"Clermont County, Ohio",671
"Clinton County, Ohio",119
"Columbiana County, Ohio",1477
"Coshocton County, Ohio",167
"Crawford County, Ohio",153
"Cuyahoga County, Ohio",11015
"Darke County, Ohio",271
"Defiance County, Ohio",88
"Delaware County, Ohio",977
"Erie County, Ohio",390
"Fairfield County, Ohio",970
"Fayette County, Ohio",64
"Franklin County, Ohio",14736
"Fulton County, Ohio",102
"Gallia County, Ohio",37
"Geauga County, Ohio",474
"Greene County, Ohio",503
"Guernsey County, Ohio",90
"Hamilton County, Ohio",8071
"Hancock County, Ohio",148
"Hardin County, Ohio",140
"Harrison County, Ohio",14
"Henry County, Ohio",78
"Highland County, Ohio",83
"Hocking County, Ohio",98
"Holmes County, Ohio",297
"Huron County, Ohio",311
"Jackson County, Ohio",49
"Jefferson County, Ohio",162
"Knox County, Ohio",95
"Lake County, Ohio",837
"Lawrence County, Ohio",162
"Licking County, Ohio",808
"Logan County, Ohio",91
"Lorain County, Ohio",1375
"Lucas County, Ohio",3742
"Madison County, Ohio",259
"Mahoning County, Ohio",2187
"Marion County, Ohio",2805
"Medina County, Ohio",709
"Meigs County, Ohio",20
"Mercer County, Ohio",379
"Miami County, Ohio",599
"Monroe County, Ohio",89
"Montgomery County, Ohio",3200
"Morgan County, Ohio",15
"Morrow County, Ohio",138
"Muskingum County, Ohio",125
"Noble County, Ohio",16
"Ottawa County, Ohio",277
"Paulding County, Ohio",46
"Perry County, Ohio",63
"Pickaway County, Ohio",2290
"Pike County, Ohio",43
"Portage County, Ohio",586
"Preble County, Ohio",114
"Putnam County, Ohio",165
"Richland County, Ohio",461
"Ross County, Ohio",212
"Sandusky County, Ohio",240
"Scioto County, Ohio",110
"Seneca County, Ohio",88
"Shelby County, Ohio",96
"Stark County, Ohio",1412
"Summit County, Ohio",2712
"Trumbull County, Ohio",1210
"Tuscarawas County, Ohio",694
"Union County, Ohio",162
"Van Wert County, Ohio",58
"Vinton County, Ohio",25
"Warren County, Ohio",1307
"Washington County, Ohio",171
"Wayne County, Ohio",418
"Williams County, Ohio",96
"Wood County, Ohio",648
"Wyandot County, Ohio",74
"Statewide Unallocated, Oklahoma",1
"Adair County, Oklahoma",205
"Alfalfa County, Oklahoma",1
"Atoka County, Oklahoma",48
"Beaver County, Oklahoma",33
"Beckham County, Oklahoma",27
"Blaine County, Oklahoma",24
"Bryan County, Oklahoma",259
"Caddo County, Oklahoma",236
"Canadian County, Oklahoma",717
"Carter County, Oklahoma",231
"Cherokee County, Oklahoma",182
"Choctaw County, Oklahoma",148
"Cimarron County, Oklahoma",1
"Cleveland County, Oklahoma",1847
"Coal County, Oklahoma",20
"Comanche County, Oklahoma",609
"Cotton County, Oklahoma",12
"Craig County, Oklahoma",44
"Creek County, Oklahoma",299
"Custer County, Oklahoma",126
"Delaware County, Oklahoma",316
"Dewey County, Oklahoma",4
"Ellis County, Oklahoma",1
"Garfield County, Oklahoma",186
"Garvin County, Oklahoma",152
"Grady County, Oklahoma",325
"Grant County, Oklahoma",5
"Greer County, Oklahoma",72
"Harmon County, Oklahoma",4
"Harper County, Oklahoma",2
"Haskell County, Oklahoma",23
"Hughes County, Oklahoma",25
"Jackson County, Oklahoma",228
"Jefferson County, Oklahoma",23
"Johnston County, Oklahoma",25
"Kay County, Oklahoma",156
"Kingfisher County, Oklahoma",70
"Kiowa County, Oklahoma",19
"Latimer County, Oklahoma",29
"Le Flore County, Oklahoma",102
"Lincoln County, Oklahoma",63
"Logan County, Oklahoma",128
"Love County, Oklahoma",57
"McClain County, Oklahoma",315
"McCurtain County, Oklahoma",728
"McIntosh County, Oklahoma",109
"Major County, Oklahoma",18
"Marshall County, Oklahoma",58
"Mayes County, Oklahoma",202
"Murray County, Oklahoma",39
"Muskogee County, Oklahoma",288
"Noble County, Oklahoma",65
"Nowata County, Oklahoma",45
"Okfuskee County, Oklahoma",24
"Oklahoma County, Oklahoma",6762
"Okmulgee County, Oklahoma",242
"Osage County, Oklahoma",257
"Ottawa County, Oklahoma",233
"Pawnee County, Oklahoma",86
"Payne County, Oklahoma",560
"Pittsburg County, Oklahoma",100
"Pontotoc County, Oklahoma",115
"Pottawatomie County, Oklahoma",237
"Pushmataha County, Oklahoma",46
"Roger Mills County, Oklahoma",6
"Rogers County, Oklahoma",488
"Seminole County, Oklahoma",102
"Sequoyah County, Oklahoma",111
"Stephens County, Oklahoma",130
"Texas County, Oklahoma",1009
"Tillman County, Oklahoma",36
"Tulsa County, Oklahoma",6744
"Wagoner County, Oklahoma",507
"Washington County, Oklahoma",505
"Washita County, Oklahoma",12
"Woods County, Oklahoma",15
"Woodward County, Oklahoma",23
"Statewide Unallocated, Oregon",0
"Baker County, Oregon",16
"Benton County, Oregon",132
"Clackamas County, Oregon",1181
"Clatsop County, Oregon",68
"Columbia County, Oregon",63
"Coos County, Oregon",73
"Crook County, Oregon",30
"Curry County, Oregon",11
"Deschutes County, Oregon",387
"Douglas County, Oregon",92
"Gilliam County, Oregon",2
"Grant County, Oregon",2
"Harney County, Oregon",5
"Hood River County, Oregon",139
"Jackson County, Oregon",257
"Jefferson County, Oregon",219
"Josephine County, Oregon",75
"Klamath County, Oregon",162
"Lake County, Oregon",30
"Lane County, Oregon",407
"Lincoln County, Oregon",373
"Linn County, Oregon",204
"Malheur County, Oregon",530
"Marion County, Oregon",2238
"Morrow County, Oregon",208
"Multnomah County, Oregon",3678
"Polk County, Oregon",212
"Sherman County, Oregon",8
"Tillamook County, Oregon",23
"Umatilla County, Oregon",1462
"Union County, Oregon",385
"Wallowa County, Oregon",18
"Wasco County, Oregon",132
"Washington County, Oregon",2319
"Wheeler County, Oregon",0
"Yamhill County, Oregon",252
"Statewide Unallocated, Pennsylvania",0
"Adams County, Pennsylvania",424
"Allegheny County, Pennsylvania",6670
"Armstrong County, Pennsylvania",129
"Beaver County, Pennsylvania",1046
"Bedford County, Pennsylvania",109
"Berks County, Pennsylvania",4889
"Blair County, Pennsylvania",159
"Bradford County, Pennsylvania",69
"Bucks County, Pennsylvania",6513
"Butler County, Pennsylvania",513
"Cambria County, Pennsylvania",182
"Cameron County, Pennsylvania",5
"Carbon County, Pennsylvania",335
"Centre County, Pennsylvania",299
"Chester County, Pennsylvania",4414
"Clarion County, Pennsylvania",70
"Clearfield County, Pennsylvania",105
"Clinton County, Pennsylvania",105
"Columbia County, Pennsylvania",438
"Crawford County, Pennsylvania",114
"Cumberland County, Pennsylvania",1058
"Dauphin County, Pennsylvania",2466
"Delaware County, Pennsylvania",8003
"Elk County, Pennsylvania",38
"Erie County, Pennsylvania",813
"Fayette County, Pennsylvania",288
"Forest County, Pennsylvania",7
"Franklin County, Pennsylvania",1109
"Fulton County, Pennsylvania",19
"Greene County, Pennsylvania",91
"Huntingdon County, Pennsylvania",272
"Indiana County, Pennsylvania",185
"Jefferson County, Pennsylvania",48
"Juniata County, Pennsylvania",120
"Lackawanna County, Pennsylvania",1823
"Lancaster County, Pennsylvania",5158
"Lawrence County, Pennsylvania",257
"Lebanon County, Pennsylvania",1518
"Lehigh County, Pennsylvania",4600
"Luzerne County, Pennsylvania",3085
"Lycoming County, Pennsylvania",279
"McKean County, Pennsylvania",26
"Mercer County, Pennsylvania",276
"Mifflin County, Pennsylvania",82
"Monroe County, Pennsylvania",1534
"Montgomery County, Pennsylvania",9282
"Montour County, Pennsylvania",86
"Northampton County, Pennsylvania",3669
"Northumberland County, Pennsylvania",366
"Perry County, Pennsylvania",98
"Philadelphia County, Pennsylvania",24092
"Pike County, Pennsylvania",517
"Potter County, Pennsylvania",20
"Schuylkill County, Pennsylvania",828
"Snyder County, Pennsylvania",85
"Somerset County, Pennsylvania",100
"Sullivan County, Pennsylvania",10
"Susquehanna County, Pennsylvania",202
"Tioga County, Pennsylvania",33
"Union County, Pennsylvania",113
"Venango County, Pennsylvania",53
"Warren County, Pennsylvania",14
"Washington County, Pennsylvania",603
"Wayne County, Pennsylvania",148
"Westmoreland County, Pennsylvania",1214
"Wyoming County, Pennsylvania",53
"York County, Pennsylvania",2067
"Statewide Unallocated, Rhode Island",678
"Bristol County, Rhode Island",290
"Kent County, Rhode Island",1351
"Newport County, Rhode Island",365
"Providence County, Rhode Island",14033
"Washington County, Rhode Island",574
"Statewide Unallocated, South Carolina",0
"Abbeville County, South Carolina",248
"Aiken County, South Carolina",1085
"Allendale County, South Carolina",132
"Anderson County, South Carolina",1519
"Bamberg County, South Carolina",328
"Barnwell County, South Carolina",230
"Beaufort County, South Carolina",2659
"Berkeley County, South Carolina",3177
"Calhoun County, South Carolina",231
"Charleston County, South Carolina",9958
"Cherokee County, South Carolina",376
"Chester County, South Carolina",395
"Chesterfield County, South Carolina",565
"Clarendon County, South Carolina",607
"Colleton County, South Carolina",616
"Darlington County, South Carolina",783
"Dillon County, South Carolina",462
"Dorchester County, South Carolina",2241
"Edgefield County, South Carolina",183
"Fairfield County, South Carolina",452
"Florence County, South Carolina",2193
"Georgetown County, South Carolina",1033
"Greenville County, South Carolina",8820
"Greenwood County, South Carolina",1053
"Hampton County, South Carolina",202
"Horry County, South Carolina",7082
"Jasper County, South Carolina",380
"Kershaw County, South Carolina",1052
"Lancaster County, South Carolina",806
"Laurens County, South Carolina",998
"Lee County, South Carolina",404
"Lexington County, South Carolina",3813
"McCormick County, South Carolina",85
"Marion County, South Carolina",419
"Marlboro County, South Carolina",372
"Newberry County, South Carolina",607
"Oconee County, South Carolina",585
"Orangeburg County, South Carolina",1695
"Pickens County, South Carolina",1481
"Richland County, South Carolina",6477
"Saluda County, South Carolina",365
"Spartanburg County, South Carolina",3249
"Sumter County, South Carolina",1875
"Union County, South Carolina",238
"Williamsburg County, South Carolina",669
"York County, South Carolina",2561
"Statewide Unallocated, South Dakota",0
"Aurora County, South Dakota",36
"Beadle County, South Dakota",574
"Bennett County, South Dakota",5
"Bon Homme County, South Dakota",13
"Brookings County, South Dakota",107
"Brown County, South Dakota",369
"Brule County, South Dakota",38
"Buffalo County, South Dakota",105
"Butte County, South Dakota",7
"Campbell County, South Dakota",1
"Charles Mix County, South Dakota",98
"Clark County, South Dakota",16
"Clay County, South Dakota",100
"Codington County, South Dakota",108
"Corson County, South Dakota",23
"Custer County, South Dakota",11
"Davison County, South Dakota",73
"Day County, South Dakota",20
"Deuel County, South Dakota",5
"Dewey County, South Dakota",47
"Douglas County, South Dakota",15
"Edmunds County, South Dakota",10
"Fall River County, South Dakota",14
"Faulk County, South Dakota",24
"Grant County, South Dakota",17
"Gregory County, South Dakota",6
"Haakon County, South Dakota",1
"Hamlin County, South Dakota",14
"Hand County, South Dakota",7
"Hanson County, South Dakota",15
"Harding County, South Dakota",0
"Hughes County, South Dakota",78
"Hutchinson County, South Dakota",21
"Hyde County, South Dakota",3
"Jackson County, South Dakota",7
"Jerauld County, South Dakota",39
"Jones County, South Dakota",1
"Kingsbury County, South Dakota",8
"Lake County, South Dakota",54
"Lawrence County, South Dakota",24
"Lincoln County, South Dakota",431
"Lyman County, South Dakota",84
"McCook County, South Dakota",21
"McPherson County, South Dakota",6
"Marshall County, South Dakota",6
"Meade County, South Dakota",60
"Mellette County, South Dakota",17
"Miner County, South Dakota",11
"Minnehaha County, South Dakota",3907
"Moody County, South Dakota",26
"Oglala Lakota County, South Dakota",132
"Pennington County, South Dakota",756
"Perkins County, South Dakota",4
"Potter County, South Dakota",0
"Roberts County, South Dakota",62
"Sanborn County, South Dakota",12
"Spink County, South Dakota",17
"Stanley County, South Dakota",14
"Sully County, South Dakota",1
"Todd County, South Dakota",66
"Tripp County, South Dakota",19
"Turner County, South Dakota",33
"Union County, South Dakota",166
"Walworth County, South Dakota",18
"Yankton County, South Dakota",91
"Ziebach County, South Dakota",3
"Statewide Unallocated, Tennessee",2707
"Anderson County, Tennessee",335
"Bedford County, Tennessee",696
"Benton County, Tennessee",33
"Bledsoe County, Tennessee",643
"Blount County, Tennessee",663
"Bradley County, Tennessee",1284
"Campbell County, Tennessee",106
"Cannon County, Tennessee",78
"Carroll County, Tennessee",90
"Carter County, Tennessee",225
"Cheatham County, Tennessee",382
"Chester County, Tennessee",126
"Claiborne County, Tennessee",127
"Clay County, Tennessee",39
"Cocke County, Tennessee",238
"Coffee County, Tennessee",221
"Crockett County, Tennessee",115
"Cumberland County, Tennessee",276
"Davidson County, Tennessee",16695
"Decatur County, Tennessee",75
"DeKalb County, Tennessee",184
"Dickson County, Tennessee",402
"Dyer County, Tennessee",383
"Fayette County, Tennessee",495
"Fentress County, Tennessee",46
"Franklin County, Tennessee",168
"Gibson County, Tennessee",330
"Giles County, Tennessee",223
"Grainger County, Tennessee",92
"Greene County, Tennessee",237
"Grundy County, Tennessee",74
"Hamblen County, Tennessee",743
"Hamilton County, Tennessee",4523
"Hancock County, Tennessee",39
"Hardeman County, Tennessee",579
"Hardin County, Tennessee",238
"Hawkins County, Tennessee",155
"Haywood County, Tennessee",206
"Henderson County, Tennessee",211
"Henry County, Tennessee",75
"Hickman County, Tennessee",154
"Houston County, Tennessee",31
"Humphreys County, Tennessee",63
"Jackson County, Tennessee",90
"Jefferson County, Tennessee",289
"Johnson County, Tennessee",52
"Knox County, Tennessee",2578
"Lake County, Tennessee",702
"Lauderdale County, Tennessee",268
"Lawrence County, Tennessee",324
"Lewis County, Tennessee",22
"Lincoln County, Tennessee",152
"Loudon County, Tennessee",443
"McMinn County, Tennessee",384
"McNairy County, Tennessee",178
"Macon County, Tennessee",736
"Madison County, Tennessee",530
"Marion County, Tennessee",135
"Marshall County, Tennessee",173
"Maury County, Tennessee",712
"Meigs County, Tennessee",61
"Monroe County, Tennessee",213
"Montgomery County, Tennessee",1222
"Moore County, Tennessee",34
"Morgan County, Tennessee",46
"Obion County, Tennessee",191
"Overton County, Tennessee",100
"Perry County, Tennessee",53
"Pickett County, Tennessee",13
"Polk County, Tennessee",79
"Putnam County, Tennessee",1275
"Rhea County, Tennessee",409
"Roane County, Tennessee",156
"Robertson County, Tennessee",1184
"Rutherford County, Tennessee",4828
"Scott County, Tennessee",39
"Sequatchie County, Tennessee",68
"Sevier County, Tennessee",1174
"Shelby County, Tennessee",16966
"Smith County, Tennessee",261
"Stewart County, Tennessee",48
"Sullivan County, Tennessee",457
"Sumner County, Tennessee",2670
"Tipton County, Tennessee",840
"Trousdale County, Tennessee",1548
"Unicoi County, Tennessee",75
"Union County, Tennessee",59
"Van Buren County, Tennessee",15
"Warren County, Tennessee",248
"Washington County, Tennessee",502
"Wayne County, Tennessee",159
"Weakley County, Tennessee",109
"White County, Tennessee",138
"Williamson County, Tennessee",2648
"Wilson County, Tennessee",1688
"Statewide Unallocated, Texas",0
"Anderson County, Texas",2062
"Andrews County, Texas",212
"Angelina County, Texas",1234
"Aransas County, Texas",111
"Archer County, Texas",13
"Armstrong County, Texas",3
"Atascosa County, Texas",379
"Austin County, Texas",169
"Bailey County, Texas",126
"Bandera County, Texas",54
"Bastrop County, Texas",1056
"Baylor County, Texas",2
"Bee County, Texas",268
"Bell County, Texas",2875
"Bexar County, Texas",33555
"Blanco County, Texas",76
"Borden County, Texas",0
"Bosque County, Texas",83
"Bowie County, Texas",649
"Brazoria County, Texas",5068
"Brazos County, Texas",3442
"Brewster County, Texas",162
"Briscoe County, Texas",9
"Brooks County, Texas",57
"Brown County, Texas",299
"Burleson County, Texas",201
"Burnet County, Texas",361
"Caldwell County, Texas",904
"Calhoun County, Texas",277
"Callahan County, Texas",37
"Cameron County, Texas",6520
"Camp County, Texas",175
"Carson County, Texas",10
"Cass County, Texas",96
"Castro County, Texas",146
"Chambers County, Texas",756
"Cherokee County, Texas",583
"Childress County, Texas",14
"Clay County, Texas",20
"Cochran County, Texas",9
"Coke County, Texas",14
"Coleman County, Texas",7
"Collin County, Texas",5614
"Collingsworth County, Texas",6
"Colorado County, Texas",216
"Comal County, Texas",1406
"Comanche County, Texas",51
"Concho County, Texas",20
"Cooke County, Texas",156
"Coryell County, Texas",472
"Cottle County, Texas",6
"Crane County, Texas",65
"Crockett County, Texas",118
"Crosby County, Texas",37
"Culberson County, Texas",13
"Dallam County, Texas",158
"Dallas County, Texas",43026
"Dawson County, Texas",112
"Deaf Smith County, Texas",486
"Delta County, Texas",12
"Denton County, Texas",5316
"DeWitt County, Texas",442
"Dickens County, Texas",4
"Dimmit County, Texas",61
"Donley County, Texas",37
"Duval County, Texas",109
"Eastland County, Texas",34
"Ector County, Texas",1643
"Edwards County, Texas",18
"Ellis County, Texas",2129
"El Paso County, Texas",12297
"Erath County, Texas",314
"Falls County, Texas",78
"Fannin County, Texas",181
"Fayette County, Texas",253
"Fisher County, Texas",23
"Floyd County, Texas",63
"Foard County, Texas",1
"Fort Bend County, Texas",6130
"Franklin County, Texas",70
"Freestone County, Texas",108
"Frio County, Texas",382
"Gaines County, Texas",68
"Galveston County, Texas",7479
"Garza County, Texas",82
"Gillespie County, Texas",133
"Glasscock County, Texas",6
"Goliad County, Texas",52
"Gonzales County, Texas",499
"Gray County, Texas",141
"Grayson County, Texas",880
"Gregg County, Texas",1122
"Grimes County, Texas",766
"Guadalupe County, Texas",1412
"Hale County, Texas",974
"Hall County, Texas",4
"Hamilton County, Texas",49
"Hansford County, Texas",45
"Hardeman County, Texas",10
"Hardin County, Texas",624
"Harris County, Texas",58480
"Harrison County, Texas",527
"Hartley County, Texas",72
"Haskell County, Texas",25
"Hays County, Texas",4004
"Hemphill County, Texas",27
"Henderson County, Texas",444
"Hidalgo County, Texas",13126
"Hill County, Texas",215
"Hockley County, Texas",143
"Hood County, Texas",272
"Hopkins County, Texas",137
"Houston County, Texas",224
"Howard County, Texas",104
"Hudspeth County, Texas",18
"Hunt County, Texas",898
"Hutchinson County, Texas",96
"Irion County, Texas",4
"Jack County, Texas",23
"Jackson County, Texas",159
"Jasper County, Texas",95
"Jeff Davis County, Texas",7
"Jefferson County, Texas",4622
"Jim Hogg County, Texas",44
"Jim Wells County, Texas",449
"Johnson County, Texas",1085
"Jones County, Texas",653
"Karnes County, Texas",171
"Kaufman County, Texas",1317
"Kendall County, Texas",129
"Kenedy County, Texas",3
"Kent County, Texas",2
"Kerr County, Texas",279
"Kimble County, Texas",12
"King County, Texas",0
"Kinney County, Texas",11
"Kleberg County, Texas",283
"Knox County, Texas",17
"Lamar County, Texas",483
"Lamb County, Texas",146
"Lampasas County, Texas",54
"La Salle County, Texas",339
"Lavaca County, Texas",510
"Lee County, Texas",125
"Leon County, Texas",125
"Liberty County, Texas",682
"Limestone County, Texas",129
"Lipscomb County, Texas",12
"Live Oak County, Texas",106
"Llano County, Texas",69
"Loving County, Texas",0
"Lubbock County, Texas",4656
"Lynn County, Texas",57
"McCulloch County, Texas",31
"McLennan County, Texas",3575
"McMullen County, Texas",4
"Madison County, Texas",208
"Marion County, Texas",111
"Martin County, Texas",35
"Mason County, Texas",38
"Matagorda County, Texas",513
"Maverick County, Texas",1283
"Medina County, Texas",526
"Menard County, Texas",16
"Midland County, Texas",1249
"Milam County, Texas",257
"Mills County, Texas",10
"Mitchell County, Texas",34
"Montague County, Texas",37
"Montgomery County, Texas",5169
"Moore County, Texas",961
"Morris County, Texas",68
"Motley County, Texas",2
"Nacogdoches County, Texas",793
"Navarro County, Texas",626
"Newton County, Texas",30
"Nolan County, Texas",110
"Nueces County, Texas",9105
"Ochiltree County, Texas",63
"Oldham County, Texas",12
"Orange County, Texas",784
"Palo Pinto County, Texas",108
"Panola County, Texas",252
"Parker County, Texas",754
"Parmer County, Texas",277
"Pecos County, Texas",185
"Polk County, Texas",533
"Potter County, Texas",3263
"Presidio County, Texas",28
"Rains County, Texas",29
"Randall County, Texas",1355
"Reagan County, Texas",51
"Real County, Texas",13
"Red River County, Texas",129
"Reeves County, Texas",99
"Refugio County, Texas",118
"Roberts County, Texas",6
"Robertson County, Texas",178
"Rockwall County, Texas",610
"Runnels County, Texas",47
"Rusk County, Texas",280
"Sabine County, Texas",39
"San Augustine County, Texas",142
"San Jacinto County, Texas",127
"San Patricio County, Texas",492
"San Saba County, Texas",13
"Schleicher County, Texas",33
"Scurry County, Texas",376
"Shackelford County, Texas",17
"Shelby County, Texas",332
"Sherman County, Texas",35
"Smith County, Texas",1960
"Somervell County, Texas",39
"Starr County, Texas",1475
"Stephens County, Texas",18
"Sterling County, Texas",0
"Stonewall County, Texas",4
"Sutton County, Texas",47
"Swisher County, Texas",69
"Tarrant County, Texas",22665
"Taylor County, Texas",947
"Terrell County, Texas",2
"Terry County, Texas",67
"Throckmorton County, Texas",2
"Titus County, Texas",1025
"Tom Green County, Texas",1271
"Travis County, Texas",18394
"Trinity County, Texas",107
"Tyler County, Texas",50
"Upshur County, Texas",142
"Upton County, Texas",13
"Uvalde County, Texas",352
"Val Verde County, Texas",657
"Van Zandt County, Texas",269
"Victoria County, Texas",2578
"Walker County, Texas",2649
"Waller County, Texas",318
"Ward County, Texas",67
"Washington County, Texas",426
"Webb County, Texas",4276
"Wharton County, Texas",446
"Wheeler County, Texas",28
"Wichita County, Texas",764
"Wilbarger County, Texas",27
"Willacy County, Texas",520
"Williamson County, Texas",4981
"Wilson County, Texas",379
"Winkler County, Texas",58
"Wise County, Texas",250
"Wood County, Texas",196
"Yoakum County, Texas",55
"Young County, Texas",81
"Zapata County, Texas",115
"Zavala County, Texas",111
"Statewide Unallocated, Utah",0
"Beaver County, Utah",18
"Box Elder County, Utah",274
"Cache County, Utah",1685
"Carbon County, Utah",24
"Daggett County, Utah",0
"Davis County, Utah",2468
"Duchesne County, Utah",49
"Emery County, Utah",11
"Garfield County, Utah",29
"Grand County, Utah",34
"Iron County, Utah",439
"Juab County, Utah",47
"Kane County, Utah",43
"Millard County, Utah",101
"Morgan County, Utah",41
"Piute County, Utah",4
"Rich County, Utah",5
"Salt Lake County, Utah",17123
"San Juan County, Utah",550
"Sanpete County, Utah",86
"Sevier County, Utah",70
"Summit County, Utah",645
"Tooele County, Utah",448
"Uintah County, Utah",62
"Utah County, Utah",6659
"Wasatch County, Utah",497
"Washington County, Utah",2007
"Wayne County, Utah",0
"Weber County, Utah",2163
"Statewide Unallocated, Vermont",7
"Addison County, Vermont",71
"Bennington County, Vermont",80
"Caledonia County, Vermont",25
"Chittenden County, Vermont",695
"Essex County, Vermont",4
"Franklin County, Vermont",111
"Grand Isle County, Vermont",13
"Lamoille County, Vermont",42
"Orange County, Vermont",11
"Orleans County, Vermont",14
