County,State,variable,estimate,label
Noble, Indiana,B19101_010,519,"$45,000 to $49,999"
Noble, Indiana,B19101_011,1278,"$50,000 to $59,999"
Noble, Indiana,B19101_012,2079,"$60,000 to $74,999"
Noble, Indiana,B19101_013,2282,"$75,000 to $99,999"
Noble, Indiana,B19101_014,1197,"$100,000 to $124,999"
Noble, Indiana,B19101_015,596,"$125,000 to $149,999"
Noble, Indiana,B19101_016,507,"$150,000 to $199,999"
Noble, Indiana,B19101_017,398,"$200,000 or more"
Ohio, Indiana,B19101_002,34,"Less than $10,000"
Ohio, Indiana,B19101_003,3,"$10,000 to $14,999"
Ohio, Indiana,B19101_004,42,"$15,000 to $19,999"
Ohio, Indiana,B19101_005,15,"$20,000 to $24,999"
Ohio, Indiana,B19101_006,39,"$25,000 to $29,999"
Ohio, Indiana,B19101_007,39,"$30,000 to $34,999"
Ohio, Indiana,B19101_008,84,"$35,000 to $39,999"
Ohio, Indiana,B19101_009,67,"$40,000 to $44,999"
Ohio, Indiana,B19101_010,92,"$45,000 to $49,999"
Ohio, Indiana,B19101_011,175,"$50,000 to $59,999"
Ohio, Indiana,B19101_012,312,"$60,000 to $74,999"
Ohio, Indiana,B19101_013,335,"$75,000 to $99,999"
Ohio, Indiana,B19101_014,314,"$100,000 to $124,999"
Ohio, Indiana,B19101_015,129,"$125,000 to $149,999"
Ohio, Indiana,B19101_016,47,"$150,000 to $199,999"
Ohio, Indiana,B19101_017,29,"$200,000 or more"
Orange, Indiana,B19101_002,233,"Less than $10,000"
Orange, Indiana,B19101_003,221,"$10,000 to $14,999"
Orange, Indiana,B19101_004,181,"$15,000 to $19,999"
Orange, Indiana,B19101_005,204,"$20,000 to $24,999"
Orange, Indiana,B19101_006,281,"$25,000 to $29,999"
Orange, Indiana,B19101_007,394,"$30,000 to $34,999"
Orange, Indiana,B19101_008,302,"$35,000 to $39,999"
Orange, Indiana,B19101_009,199,"$40,000 to $44,999"
Orange, Indiana,B19101_010,251,"$45,000 to $49,999"
Orange, Indiana,B19101_011,541,"$50,000 to $59,999"
Orange, Indiana,B19101_012,736,"$60,000 to $74,999"
Orange, Indiana,B19101_013,768,"$75,000 to $99,999"
Orange, Indiana,B19101_014,356,"$100,000 to $124,999"
Orange, Indiana,B19101_015,378,"$125,000 to $149,999"
Orange, Indiana,B19101_016,142,"$150,000 to $199,999"
Orange, Indiana,B19101_017,106,"$200,000 or more"
Owen, Indiana,B19101_002,184,"Less than $10,000"
Owen, Indiana,B19101_003,129,"$10,000 to $14,999"
Owen, Indiana,B19101_004,251,"$15,000 to $19,999"
Owen, Indiana,B19101_005,273,"$20,000 to $24,999"
Owen, Indiana,B19101_006,307,"$25,000 to $29,999"
Owen, Indiana,B19101_007,331,"$30,000 to $34,999"
Owen, Indiana,B19101_008,229,"$35,000 to $39,999"
Owen, Indiana,B19101_009,375,"$40,000 to $44,999"
Owen, Indiana,B19101_010,327,"$45,000 to $49,999"
Owen, Indiana,B19101_011,529,"$50,000 to $59,999"
Owen, Indiana,B19101_012,1043,"$60,000 to $74,999"
Owen, Indiana,B19101_013,887,"$75,000 to $99,999"
Owen, Indiana,B19101_014,513,"$100,000 to $124,999"
Owen, Indiana,B19101_015,325,"$125,000 to $149,999"
Owen, Indiana,B19101_016,103,"$150,000 to $199,999"
Owen, Indiana,B19101_017,82,"$200,000 or more"
Parke, Indiana,B19101_002,181,"Less than $10,000"
Parke, Indiana,B19101_003,131,"$10,000 to $14,999"
Parke, Indiana,B19101_004,146,"$15,000 to $19,999"
Parke, Indiana,B19101_005,150,"$20,000 to $24,999"
Parke, Indiana,B19101_006,304,"$25,000 to $29,999"
Parke, Indiana,B19101_007,299,"$30,000 to $34,999"
Parke, Indiana,B19101_008,256,"$35,000 to $39,999"
Parke, Indiana,B19101_009,227,"$40,000 to $44,999"
Parke, Indiana,B19101_010,179,"$45,000 to $49,999"
Parke, Indiana,B19101_011,496,"$50,000 to $59,999"
Parke, Indiana,B19101_012,548,"$60,000 to $74,999"
Parke, Indiana,B19101_013,704,"$75,000 to $99,999"
Parke, Indiana,B19101_014,276,"$100,000 to $124,999"
Parke, Indiana,B19101_015,207,"$125,000 to $149,999"
Parke, Indiana,B19101_016,272,"$150,000 to $199,999"
Parke, Indiana,B19101_017,66,"$200,000 or more"
Perry, Indiana,B19101_002,264,"Less than $10,000"
Perry, Indiana,B19101_003,244,"$10,000 to $14,999"
Perry, Indiana,B19101_004,145,"$15,000 to $19,999"
Perry, Indiana,B19101_005,201,"$20,000 to $24,999"
Perry, Indiana,B19101_006,163,"$25,000 to $29,999"
Perry, Indiana,B19101_007,111,"$30,000 to $34,999"
Perry, Indiana,B19101_008,149,"$35,000 to $39,999"
Perry, Indiana,B19101_009,284,"$40,000 to $44,999"
Perry, Indiana,B19101_010,177,"$45,000 to $49,999"
Perry, Indiana,B19101_011,576,"$50,000 to $59,999"
Perry, Indiana,B19101_012,575,"$60,000 to $74,999"
Perry, Indiana,B19101_013,879,"$75,000 to $99,999"
Perry, Indiana,B19101_014,519,"$100,000 to $124,999"
Perry, Indiana,B19101_015,267,"$125,000 to $149,999"
Perry, Indiana,B19101_016,218,"$150,000 to $199,999"
Perry, Indiana,B19101_017,156,"$200,000 or more"
Pike, Indiana,B19101_002,52,"Less than $10,000"
Pike, Indiana,B19101_003,84,"$10,000 to $14,999"
Pike, Indiana,B19101_004,93,"$15,000 to $19,999"
Pike, Indiana,B19101_005,170,"$20,000 to $24,999"
Pike, Indiana,B19101_006,154,"$25,000 to $29,999"
Pike, Indiana,B19101_007,166,"$30,000 to $34,999"
Pike, Indiana,B19101_008,151,"$35,000 to $39,999"
Pike, Indiana,B19101_009,234,"$40,000 to $44,999"
Pike, Indiana,B19101_010,84,"$45,000 to $49,999"
Pike, Indiana,B19101_011,383,"$50,000 to $59,999"
Pike, Indiana,B19101_012,402,"$60,000 to $74,999"
Pike, Indiana,B19101_013,497,"$75,000 to $99,999"
Pike, Indiana,B19101_014,294,"$100,000 to $124,999"
Pike, Indiana,B19101_015,274,"$125,000 to $149,999"
Pike, Indiana,B19101_016,289,"$150,000 to $199,999"
Pike, Indiana,B19101_017,25,"$200,000 or more"
Porter, Indiana,B19101_002,1257,"Less than $10,000"
Porter, Indiana,B19101_003,1249,"$10,000 to $14,999"
Porter, Indiana,B19101_004,1103,"$15,000 to $19,999"
Porter, Indiana,B19101_005,849,"$20,000 to $24,999"
Porter, Indiana,B19101_006,1131,"$25,000 to $29,999"
Porter, Indiana,B19101_007,1494,"$30,000 to $34,999"
Porter, Indiana,B19101_008,1408,"$35,000 to $39,999"
Porter, Indiana,B19101_009,1764,"$40,000 to $44,999"
Porter, Indiana,B19101_010,1491,"$45,000 to $49,999"
Porter, Indiana,B19101_011,3114,"$50,000 to $59,999"
Porter, Indiana,B19101_012,4812,"$60,000 to $74,999"
Porter, Indiana,B19101_013,7512,"$75,000 to $99,999"
Porter, Indiana,B19101_014,6470,"$100,000 to $124,999"
Porter, Indiana,B19101_015,4225,"$125,000 to $149,999"
Porter, Indiana,B19101_016,3679,"$150,000 to $199,999"
Porter, Indiana,B19101_017,2882,"$200,000 or more"
Posey, Indiana,B19101_002,212,"Less than $10,000"
Posey, Indiana,B19101_003,116,"$10,000 to $14,999"
Posey, Indiana,B19101_004,165,"$15,000 to $19,999"
Posey, Indiana,B19101_005,195,"$20,000 to $24,999"
Posey, Indiana,B19101_006,217,"$25,000 to $29,999"
Posey, Indiana,B19101_007,207,"$30,000 to $34,999"
Posey, Indiana,B19101_008,344,"$35,000 to $39,999"
Posey, Indiana,B19101_009,291,"$40,000 to $44,999"
Posey, Indiana,B19101_010,277,"$45,000 to $49,999"
Posey, Indiana,B19101_011,717,"$50,000 to $59,999"
Posey, Indiana,B19101_012,919,"$60,000 to $74,999"
Posey, Indiana,B19101_013,1277,"$75,000 to $99,999"
Posey, Indiana,B19101_014,1094,"$100,000 to $124,999"
Posey, Indiana,B19101_015,545,"$125,000 to $149,999"
Posey, Indiana,B19101_016,506,"$150,000 to $199,999"
Posey, Indiana,B19101_017,199,"$200,000 or more"
Pulaski, Indiana,B19101_002,82,"Less than $10,000"
Pulaski, Indiana,B19101_003,117,"$10,000 to $14,999"
Pulaski, Indiana,B19101_004,92,"$15,000 to $19,999"
Pulaski, Indiana,B19101_005,117,"$20,000 to $24,999"
Pulaski, Indiana,B19101_006,177,"$25,000 to $29,999"
Pulaski, Indiana,B19101_007,280,"$30,000 to $34,999"
Pulaski, Indiana,B19101_008,141,"$35,000 to $39,999"
Pulaski, Indiana,B19101_009,235,"$40,000 to $44,999"
Pulaski, Indiana,B19101_010,203,"$45,000 to $49,999"
Pulaski, Indiana,B19101_011,386,"$50,000 to $59,999"
Pulaski, Indiana,B19101_012,429,"$60,000 to $74,999"
Pulaski, Indiana,B19101_013,566,"$75,000 to $99,999"
Pulaski, Indiana,B19101_014,287,"$100,000 to $124,999"
Pulaski, Indiana,B19101_015,172,"$125,000 to $149,999"
Pulaski, Indiana,B19101_016,77,"$150,000 to $199,999"
Pulaski, Indiana,B19101_017,48,"$200,000 or more"
Putnam, Indiana,B19101_002,358,"Less than $10,000"
Putnam, Indiana,B19101_003,186,"$10,000 to $14,999"
Putnam, Indiana,B19101_004,285,"$15,000 to $19,999"
Putnam, Indiana,B19101_005,298,"$20,000 to $24,999"
Putnam, Indiana,B19101_006,532,"$25,000 to $29,999"
Putnam, Indiana,B19101_007,237,"$30,000 to $34,999"
Putnam, Indiana,B19101_008,420,"$35,000 to $39,999"
Putnam, Indiana,B19101_009,418,"$40,000 to $44,999"
Putnam, Indiana,B19101_010,450,"$45,000 to $49,999"
Putnam, Indiana,B19101_011,899,"$50,000 to $59,999"
Putnam, Indiana,B19101_012,1198,"$60,000 to $74,999"
Putnam, Indiana,B19101_013,2040,"$75,000 to $99,999"
Putnam, Indiana,B19101_014,728,"$100,000 to $124,999"
Putnam, Indiana,B19101_015,474,"$125,000 to $149,999"
Putnam, Indiana,B19101_016,504,"$150,000 to $199,999"
Putnam, Indiana,B19101_017,310,"$200,000 or more"
Randolph, Indiana,B19101_002,225,"Less than $10,000"
Randolph, Indiana,B19101_003,201,"$10,000 to $14,999"
Randolph, Indiana,B19101_004,257,"$15,000 to $19,999"
Randolph, Indiana,B19101_005,290,"$20,000 to $24,999"
Randolph, Indiana,B19101_006,355,"$25,000 to $29,999"
Randolph, Indiana,B19101_007,346,"$30,000 to $34,999"
Randolph, Indiana,B19101_008,448,"$35,000 to $39,999"
Randolph, Indiana,B19101_009,367,"$40,000 to $44,999"
Randolph, Indiana,B19101_010,438,"$45,000 to $49,999"
Randolph, Indiana,B19101_011,509,"$50,000 to $59,999"
Randolph, Indiana,B19101_012,904,"$60,000 to $74,999"
Randolph, Indiana,B19101_013,1202,"$75,000 to $99,999"
Randolph, Indiana,B19101_014,675,"$100,000 to $124,999"
Randolph, Indiana,B19101_015,225,"$125,000 to $149,999"
Randolph, Indiana,B19101_016,111,"$150,000 to $199,999"
Randolph, Indiana,B19101_017,110,"$200,000 or more"
Ripley, Indiana,B19101_002,208,"Less than $10,000"
Ripley, Indiana,B19101_003,129,"$10,000 to $14,999"
Ripley, Indiana,B19101_004,250,"$15,000 to $19,999"
Ripley, Indiana,B19101_005,276,"$20,000 to $24,999"
Ripley, Indiana,B19101_006,232,"$25,000 to $29,999"
Ripley, Indiana,B19101_007,428,"$30,000 to $34,999"
Ripley, Indiana,B19101_008,357,"$35,000 to $39,999"
Ripley, Indiana,B19101_009,346,"$40,000 to $44,999"
Ripley, Indiana,B19101_010,324,"$45,000 to $49,999"
Ripley, Indiana,B19101_011,763,"$50,000 to $59,999"
Ripley, Indiana,B19101_012,1081,"$60,000 to $74,999"
Ripley, Indiana,B19101_013,1524,"$75,000 to $99,999"
Ripley, Indiana,B19101_014,860,"$100,000 to $124,999"
Ripley, Indiana,B19101_015,473,"$125,000 to $149,999"
Ripley, Indiana,B19101_016,388,"$150,000 to $199,999"
Ripley, Indiana,B19101_017,207,"$200,000 or more"
Rush, Indiana,B19101_002,261,"Less than $10,000"
Rush, Indiana,B19101_003,220,"$10,000 to $14,999"
Rush, Indiana,B19101_004,132,"$15,000 to $19,999"
Rush, Indiana,B19101_005,156,"$20,000 to $24,999"
Rush, Indiana,B19101_006,145,"$25,000 to $29,999"
Rush, Indiana,B19101_007,320,"$30,000 to $34,999"
Rush, Indiana,B19101_008,114,"$35,000 to $39,999"
Rush, Indiana,B19101_009,208,"$40,000 to $44,999"
Rush, Indiana,B19101_010,379,"$45,000 to $49,999"
Rush, Indiana,B19101_011,407,"$50,000 to $59,999"
Rush, Indiana,B19101_012,596,"$60,000 to $74,999"
Rush, Indiana,B19101_013,782,"$75,000 to $99,999"
Rush, Indiana,B19101_014,530,"$100,000 to $124,999"
Rush, Indiana,B19101_015,146,"$125,000 to $149,999"
Rush, Indiana,B19101_016,230,"$150,000 to $199,999"
Rush, Indiana,B19101_017,115,"$200,000 or more"
St. Joseph, Indiana,B19101_002,3189,"Less than $10,000"
St. Joseph, Indiana,B19101_003,1735,"$10,000 to $14,999"
St. Joseph, Indiana,B19101_004,2167,"$15,000 to $19,999"
St. Joseph, Indiana,B19101_005,2612,"$20,000 to $24,999"
St. Joseph, Indiana,B19101_006,2308,"$25,000 to $29,999"
St. Joseph, Indiana,B19101_007,3024,"$30,000 to $34,999"
St. Joseph, Indiana,B19101_008,3255,"$35,000 to $39,999"
St. Joseph, Indiana,B19101_009,2835,"$40,000 to $44,999"
St. Joseph, Indiana,B19101_010,2572,"$45,000 to $49,999"
St. Joseph, Indiana,B19101_011,5359,"$50,000 to $59,999"
St. Joseph, Indiana,B19101_012,7332,"$60,000 to $74,999"
St. Joseph, Indiana,B19101_013,10192,"$75,000 to $99,999"
St. Joseph, Indiana,B19101_014,6826,"$100,000 to $124,999"
St. Joseph, Indiana,B19101_015,4205,"$125,000 to $149,999"
St. Joseph, Indiana,B19101_016,3246,"$150,000 to $199,999"
St. Joseph, Indiana,B19101_017,3486,"$200,000 or more"
Scott, Indiana,B19101_002,335,"Less than $10,000"
Scott, Indiana,B19101_003,162,"$10,000 to $14,999"
Scott, Indiana,B19101_004,361,"$15,000 to $19,999"
Scott, Indiana,B19101_005,177,"$20,000 to $24,999"
Scott, Indiana,B19101_006,337,"$25,000 to $29,999"
Scott, Indiana,B19101_007,460,"$30,000 to $34,999"
Scott, Indiana,B19101_008,245,"$35,000 to $39,999"
Scott, Indiana,B19101_009,369,"$40,000 to $44,999"
Scott, Indiana,B19101_010,405,"$45,000 to $49,999"
Scott, Indiana,B19101_011,587,"$50,000 to $59,999"
Scott, Indiana,B19101_012,943,"$60,000 to $74,999"
Scott, Indiana,B19101_013,789,"$75,000 to $99,999"
Scott, Indiana,B19101_014,614,"$100,000 to $124,999"
Scott, Indiana,B19101_015,221,"$125,000 to $149,999"
Scott, Indiana,B19101_016,354,"$150,000 to $199,999"
Scott, Indiana,B19101_017,52,"$200,000 or more"
Shelby, Indiana,B19101_002,366,"Less than $10,000"
Shelby, Indiana,B19101_003,230,"$10,000 to $14,999"
Shelby, Indiana,B19101_004,124,"$15,000 to $19,999"
Shelby, Indiana,B19101_005,365,"$20,000 to $24,999"
Shelby, Indiana,B19101_006,525,"$25,000 to $29,999"
Shelby, Indiana,B19101_007,415,"$30,000 to $34,999"
Shelby, Indiana,B19101_008,490,"$35,000 to $39,999"
Shelby, Indiana,B19101_009,721,"$40,000 to $44,999"
Shelby, Indiana,B19101_010,295,"$45,000 to $49,999"
Shelby, Indiana,B19101_011,1099,"$50,000 to $59,999"
Shelby, Indiana,B19101_012,1679,"$60,000 to $74,999"
Shelby, Indiana,B19101_013,2100,"$75,000 to $99,999"
Shelby, Indiana,B19101_014,1479,"$100,000 to $124,999"
Shelby, Indiana,B19101_015,775,"$125,000 to $149,999"
Shelby, Indiana,B19101_016,704,"$150,000 to $199,999"
Shelby, Indiana,B19101_017,554,"$200,000 or more"
Spencer, Indiana,B19101_002,99,"Less than $10,000"
Spencer, Indiana,B19101_003,111,"$10,000 to $14,999"
Spencer, Indiana,B19101_004,126,"$15,000 to $19,999"
Spencer, Indiana,B19101_005,194,"$20,000 to $24,999"
Spencer, Indiana,B19101_006,217,"$25,000 to $29,999"
Spencer, Indiana,B19101_007,296,"$30,000 to $34,999"
Spencer, Indiana,B19101_008,214,"$35,000 to $39,999"
Spencer, Indiana,B19101_009,234,"$40,000 to $44,999"
Spencer, Indiana,B19101_010,310,"$45,000 to $49,999"
Spencer, Indiana,B19101_011,556,"$50,000 to $59,999"
Spencer, Indiana,B19101_012,785,"$60,000 to $74,999"
Spencer, Indiana,B19101_013,1136,"$75,000 to $99,999"
Spencer, Indiana,B19101_014,576,"$100,000 to $124,999"
Spencer, Indiana,B19101_015,523,"$125,000 to $149,999"
Spencer, Indiana,B19101_016,253,"$150,000 to $199,999"
Spencer, Indiana,B19101_017,173,"$200,000 or more"
Starke, Indiana,B19101_002,255,"Less than $10,000"
Starke, Indiana,B19101_003,111,"$10,000 to $14,999"
Starke, Indiana,B19101_004,171,"$15,000 to $19,999"
Starke, Indiana,B19101_005,191,"$20,000 to $24,999"
Starke, Indiana,B19101_006,264,"$25,000 to $29,999"
Starke, Indiana,B19101_007,476,"$30,000 to $34,999"
Starke, Indiana,B19101_008,429,"$35,000 to $39,999"
Starke, Indiana,B19101_009,227,"$40,000 to $44,999"
Starke, Indiana,B19101_010,400,"$45,000 to $49,999"
Starke, Indiana,B19101_011,720,"$50,000 to $59,999"
Starke, Indiana,B19101_012,904,"$60,000 to $74,999"
Starke, Indiana,B19101_013,965,"$75,000 to $99,999"
Starke, Indiana,B19101_014,422,"$100,000 to $124,999"
Starke, Indiana,B19101_015,349,"$125,000 to $149,999"
Starke, Indiana,B19101_016,134,"$150,000 to $199,999"
Starke, Indiana,B19101_017,71,"$200,000 or more"
Steuben, Indiana,B19101_002,274,"Less than $10,000"
Steuben, Indiana,B19101_003,108,"$10,000 to $14,999"
Steuben, Indiana,B19101_004,178,"$15,000 to $19,999"
Steuben, Indiana,B19101_005,419,"$20,000 to $24,999"
Steuben, Indiana,B19101_006,320,"$25,000 to $29,999"
Steuben, Indiana,B19101_007,521,"$30,000 to $34,999"
Steuben, Indiana,B19101_008,533,"$35,000 to $39,999"
Steuben, Indiana,B19101_009,385,"$40,000 to $44,999"
Steuben, Indiana,B19101_010,456,"$45,000 to $49,999"
Steuben, Indiana,B19101_011,912,"$50,000 to $59,999"
Steuben, Indiana,B19101_012,1304,"$60,000 to $74,999"
Steuben, Indiana,B19101_013,1786,"$75,000 to $99,999"
Steuben, Indiana,B19101_014,939,"$100,000 to $124,999"
Steuben, Indiana,B19101_015,610,"$125,000 to $149,999"
Steuben, Indiana,B19101_016,456,"$150,000 to $199,999"
Steuben, Indiana,B19101_017,311,"$200,000 or more"
Sullivan, Indiana,B19101_002,251,"Less than $10,000"
Sullivan, Indiana,B19101_003,129,"$10,000 to $14,999"
Sullivan, Indiana,B19101_004,166,"$15,000 to $19,999"
Sullivan, Indiana,B19101_005,286,"$20,000 to $24,999"
Sullivan, Indiana,B19101_006,350,"$25,000 to $29,999"
Sullivan, Indiana,B19101_007,222,"$30,000 to $34,999"
Sullivan, Indiana,B19101_008,186,"$35,000 to $39,999"
Sullivan, Indiana,B19101_009,296,"$40,000 to $44,999"
Sullivan, Indiana,B19101_010,310,"$45,000 to $49,999"
Sullivan, Indiana,B19101_011,436,"$50,000 to $59,999"
Sullivan, Indiana,B19101_012,664,"$60,000 to $74,999"
Sullivan, Indiana,B19101_013,761,"$75,000 to $99,999"
Sullivan, Indiana,B19101_014,590,"$100,000 to $124,999"
Sullivan, Indiana,B19101_015,265,"$125,000 to $149,999"
Sullivan, Indiana,B19101_016,256,"$150,000 to $199,999"
Sullivan, Indiana,B19101_017,69,"$200,000 or more"
Switzerland, Indiana,B19101_002,134,"Less than $10,000"
Switzerland, Indiana,B19101_003,171,"$10,000 to $14,999"
Switzerland, Indiana,B19101_004,89,"$15,000 to $19,999"
Switzerland, Indiana,B19101_005,211,"$20,000 to $24,999"
Switzerland, Indiana,B19101_006,64,"$25,000 to $29,999"
Switzerland, Indiana,B19101_007,195,"$30,000 to $34,999"
Switzerland, Indiana,B19101_008,158,"$35,000 to $39,999"
Switzerland, Indiana,B19101_009,128,"$40,000 to $44,999"
Switzerland, Indiana,B19101_010,204,"$45,000 to $49,999"
Switzerland, Indiana,B19101_011,278,"$50,000 to $59,999"
Switzerland, Indiana,B19101_012,491,"$60,000 to $74,999"
Switzerland, Indiana,B19101_013,338,"$75,000 to $99,999"
Switzerland, Indiana,B19101_014,278,"$100,000 to $124,999"
Switzerland, Indiana,B19101_015,131,"$125,000 to $149,999"
Switzerland, Indiana,B19101_016,29,"$150,000 to $199,999"
Switzerland, Indiana,B19101_017,63,"$200,000 or more"
Tippecanoe, Indiana,B19101_002,1433,"Less than $10,000"
Tippecanoe, Indiana,B19101_003,914,"$10,000 to $14,999"
Tippecanoe, Indiana,B19101_004,1159,"$15,000 to $19,999"
Tippecanoe, Indiana,B19101_005,1278,"$20,000 to $24,999"
Tippecanoe, Indiana,B19101_006,1388,"$25,000 to $29,999"
Tippecanoe, Indiana,B19101_007,1552,"$30,000 to $34,999"
Tippecanoe, Indiana,B19101_008,1568,"$35,000 to $39,999"
Tippecanoe, Indiana,B19101_009,1507,"$40,000 to $44,999"
Tippecanoe, Indiana,B19101_010,1770,"$45,000 to $49,999"
Tippecanoe, Indiana,B19101_011,3225,"$50,000 to $59,999"
Tippecanoe, Indiana,B19101_012,4794,"$60,000 to $74,999"
Tippecanoe, Indiana,B19101_013,5704,"$75,000 to $99,999"
Tippecanoe, Indiana,B19101_014,4470,"$100,000 to $124,999"
Tippecanoe, Indiana,B19101_015,3096,"$125,000 to $149,999"
Tippecanoe, Indiana,B19101_016,2599,"$150,000 to $199,999"
Tippecanoe, Indiana,B19101_017,2244,"$200,000 or more"
Tipton, Indiana,B19101_002,61,"Less than $10,000"
Tipton, Indiana,B19101_003,71,"$10,000 to $14,999"
Tipton, Indiana,B19101_004,128,"$15,000 to $19,999"
Tipton, Indiana,B19101_005,90,"$20,000 to $24,999"
Tipton, Indiana,B19101_006,204,"$25,000 to $29,999"
Tipton, Indiana,B19101_007,201,"$30,000 to $34,999"
Tipton, Indiana,B19101_008,191,"$35,000 to $39,999"
Tipton, Indiana,B19101_009,164,"$40,000 to $44,999"
Tipton, Indiana,B19101_010,264,"$45,000 to $49,999"
Tipton, Indiana,B19101_011,412,"$50,000 to $59,999"
Tipton, Indiana,B19101_012,431,"$60,000 to $74,999"
Tipton, Indiana,B19101_013,828,"$75,000 to $99,999"
Tipton, Indiana,B19101_014,518,"$100,000 to $124,999"
Tipton, Indiana,B19101_015,255,"$125,000 to $149,999"
Tipton, Indiana,B19101_016,258,"$150,000 to $199,999"
Tipton, Indiana,B19101_017,163,"$200,000 or more"
Union, Indiana,B19101_002,27,"Less than $10,000"
Union, Indiana,B19101_003,23,"$10,000 to $14,999"
Union, Indiana,B19101_004,33,"$15,000 to $19,999"
Union, Indiana,B19101_005,74,"$20,000 to $24,999"
Union, Indiana,B19101_006,84,"$25,000 to $29,999"
Union, Indiana,B19101_007,127,"$30,000 to $34,999"
Union, Indiana,B19101_008,130,"$35,000 to $39,999"
Union, Indiana,B19101_009,105,"$40,000 to $44,999"
Union, Indiana,B19101_010,125,"$45,000 to $49,999"
Union, Indiana,B19101_011,258,"$50,000 to $59,999"
Union, Indiana,B19101_012,236,"$60,000 to $74,999"
Union, Indiana,B19101_013,290,"$75,000 to $99,999"
Union, Indiana,B19101_014,158,"$100,000 to $124,999"
Union, Indiana,B19101_015,71,"$125,000 to $149,999"
Union, Indiana,B19101_016,56,"$150,000 to $199,999"
Union, Indiana,B19101_017,25,"$200,000 or more"
Vanderburgh, Indiana,B19101_002,2031,"Less than $10,000"
Vanderburgh, Indiana,B19101_003,1566,"$10,000 to $14,999"
Vanderburgh, Indiana,B19101_004,1785,"$15,000 to $19,999"
Vanderburgh, Indiana,B19101_005,1830,"$20,000 to $24,999"
Vanderburgh, Indiana,B19101_006,1981,"$25,000 to $29,999"
Vanderburgh, Indiana,B19101_007,2231,"$30,000 to $34,999"
Vanderburgh, Indiana,B19101_008,2065,"$35,000 to $39,999"
Vanderburgh, Indiana,B19101_009,1889,"$40,000 to $44,999"
Vanderburgh, Indiana,B19101_010,1703,"$45,000 to $49,999"
Vanderburgh, Indiana,B19101_011,3568,"$50,000 to $59,999"
Vanderburgh, Indiana,B19101_012,4931,"$60,000 to $74,999"
Vanderburgh, Indiana,B19101_013,7145,"$75,000 to $99,999"
Vanderburgh, Indiana,B19101_014,4181,"$100,000 to $124,999"
Vanderburgh, Indiana,B19101_015,2750,"$125,000 to $149,999"
Vanderburgh, Indiana,B19101_016,2660,"$150,000 to $199,999"
Vanderburgh, Indiana,B19101_017,1947,"$200,000 or more"
Vermillion, Indiana,B19101_002,229,"Less than $10,000"
Vermillion, Indiana,B19101_003,122,"$10,000 to $14,999"
Vermillion, Indiana,B19101_004,96,"$15,000 to $19,999"
Vermillion, Indiana,B19101_005,161,"$20,000 to $24,999"
Vermillion, Indiana,B19101_006,150,"$25,000 to $29,999"
Vermillion, Indiana,B19101_007,243,"$30,000 to $34,999"
Vermillion, Indiana,B19101_008,214,"$35,000 to $39,999"
Vermillion, Indiana,B19101_009,286,"$40,000 to $44,999"
Vermillion, Indiana,B19101_010,250,"$45,000 to $49,999"
Vermillion, Indiana,B19101_011,542,"$50,000 to $59,999"
Vermillion, Indiana,B19101_012,518,"$60,000 to $74,999"
Vermillion, Indiana,B19101_013,625,"$75,000 to $99,999"
Vermillion, Indiana,B19101_014,391,"$100,000 to $124,999"
Vermillion, Indiana,B19101_015,224,"$125,000 to $149,999"
Vermillion, Indiana,B19101_016,159,"$150,000 to $199,999"
Vermillion, Indiana,B19101_017,89,"$200,000 or more"
Vigo, Indiana,B19101_002,1324,"Less than $10,000"
Vigo, Indiana,B19101_003,944,"$10,000 to $14,999"
Vigo, Indiana,B19101_004,1052,"$15,000 to $19,999"
Vigo, Indiana,B19101_005,1209,"$20,000 to $24,999"
Vigo, Indiana,B19101_006,1348,"$25,000 to $29,999"
Vigo, Indiana,B19101_007,1377,"$30,000 to $34,999"
Vigo, Indiana,B19101_008,1018,"$35,000 to $39,999"
Vigo, Indiana,B19101_009,1409,"$40,000 to $44,999"
Vigo, Indiana,B19101_010,1211,"$45,000 to $49,999"
Vigo, Indiana,B19101_011,1995,"$50,000 to $59,999"
Vigo, Indiana,B19101_012,3097,"$60,000 to $74,999"
Vigo, Indiana,B19101_013,3398,"$75,000 to $99,999"
Vigo, Indiana,B19101_014,2090,"$100,000 to $124,999"
Vigo, Indiana,B19101_015,1481,"$125,000 to $149,999"
Vigo, Indiana,B19101_016,1059,"$150,000 to $199,999"
Vigo, Indiana,B19101_017,928,"$200,000 or more"
Wabash, Indiana,B19101_002,393,"Less than $10,000"
Wabash, Indiana,B19101_003,194,"$10,000 to $14,999"
Wabash, Indiana,B19101_004,218,"$15,000 to $19,999"
Wabash, Indiana,B19101_005,304,"$20,000 to $24,999"
Wabash, Indiana,B19101_006,290,"$25,000 to $29,999"
Wabash, Indiana,B19101_007,443,"$30,000 to $34,999"
Wabash, Indiana,B19101_008,429,"$35,000 to $39,999"
Wabash, Indiana,B19101_009,454,"$40,000 to $44,999"
Wabash, Indiana,B19101_010,523,"$45,000 to $49,999"
Wabash, Indiana,B19101_011,903,"$50,000 to $59,999"
Wabash, Indiana,B19101_012,1227,"$60,000 to $74,999"
Wabash, Indiana,B19101_013,1708,"$75,000 to $99,999"
Wabash, Indiana,B19101_014,639,"$100,000 to $124,999"
