GEOID,NAME,variable,estimate,moe,Sex,Age,zip_pop,prop_sex,prop_age,prop_sex_age
60645,ZCTA5 60645,B01001I_007,133,105,Male,18 and 19 years,8127,0.4724990771502399,0.03420696443952258,0.01636520241171404
60645,ZCTA5 60645,B01001I_008,310,145,Male,20 to 24 years,8127,0.4724990771502399,0.08564045773348099,0.038144456749107915
60645,ZCTA5 60645,B01001I_009,378,209,Male,25 to 29 years,8127,0.4724990771502399,0.07665805340223945,0.046511627906976744
60645,ZCTA5 60645,B01001I_010,468,166,Male,30 to 34 years,8127,0.4724990771502399,0.08662483081087732,0.05758582502768549
60645,ZCTA5 60645,B01001I_011,398,165,Male,35 to 44 years,8127,0.4724990771502399,0.1149255567860219,0.04897256060046758
60645,ZCTA5 60645,B01001I_012,518,162,Male,45 to 54 years,8127,0.4724990771502399,0.13227513227513227,0.06373815676141258
60645,ZCTA5 60645,B01001I_013,342,123,Male,55 to 64 years,8127,0.4724990771502399,0.08281038513596653,0.042081949058693245
60645,ZCTA5 60645,B01001I_014,124,97,Male,65 to 74 years,8127,0.4724990771502399,0.03137689184200812,0.015257782699643166
60645,ZCTA5 60645,B01001I_015,29,38,Male,75 to 84 years,8127,0.4724990771502399,0.03359173126614987,0.003568352405561708
60645,ZCTA5 60645,B01001I_016,4,9,Male,85 years and over,8127,0.4724990771502399,0.006275378368401624,4.921865386981666e-4
60645,ZCTA5 60645,B01001I_018,475,185,Female,Under 5 years,8127,0.52750092284976,0.09240802264058078,0.058447151470407285
60645,ZCTA5 60645,B01001I_019,417,168,Female,5 to 9 years,8127,0.52750092284976,0.08194905869324474,0.051310446659283866
60645,ZCTA5 60645,B01001I_020,359,155,Female,10 to 14 years,8127,0.52750092284976,0.08108773225052295,0.044173741848160454
60645,ZCTA5 60645,B01001I_021,178,149,Female,15 to 17 years,8127,0.52750092284976,0.06016980435585087,0.021902300972068415
60645,ZCTA5 60645,B01001I_022,145,85,Female,18 and 19 years,8127,0.52750092284976,0.03420696443952258,0.01784176202780854
60645,ZCTA5 60645,B01001I_023,386,219,Female,20 to 24 years,8127,0.52750092284976,0.08564045773348099,0.04749600098437308
60645,ZCTA5 60645,B01001I_024,245,142,Female,25 to 29 years,8127,0.52750092284976,0.07665805340223945,0.030146425495262703
60645,ZCTA5 60645,B01001I_025,236,121,Female,30 to 34 years,8127,0.52750092284976,0.08662483081087732,0.02903900578319183
60645,ZCTA5 60645,B01001I_026,536,164,Female,35 to 44 years,8127,0.52750092284976,0.1149255567860219,0.06595299618555432
60645,ZCTA5 60645,B01001I_027,557,215,Female,45 to 54 years,8127,0.52750092284976,0.13227513227513227,0.0685369755137197
60645,ZCTA5 60645,B01001I_028,331,140,Female,55 to 64 years,8127,0.52750092284976,0.08281038513596653,0.040728436077273285
60645,ZCTA5 60645,B01001I_029,131,84,Female,65 to 74 years,8127,0.52750092284976,0.03137689184200812,0.016119109142364956
60645,ZCTA5 60645,B01001I_030,244,167,Female,75 to 84 years,8127,0.52750092284976,0.03359173126614987,0.030023378860588163
60645,ZCTA5 60645,B01001I_031,47,48,Female,85 years and over,8127,0.52750092284976,0.006275378368401624,0.005783191829703458
60646,ZCTA5 60646,B01001I_003,68,69,Male,Under 5 years,3971,0.44094686476957945,0.08310249307479224,0.017124150088139008
60646,ZCTA5 60646,B01001I_004,96,62,Male,5 to 9 years,3971,0.44094686476957945,0.07680684966003526,0.024175270712666834
60646,ZCTA5 60646,B01001I_005,210,112,Male,10 to 14 years,3971,0.44094686476957945,0.10299672626542433,0.0528834046839587
60646,ZCTA5 60646,B01001I_006,134,77,Male,15 to 17 years,3971,0.44094686476957945,0.048854192898514226,0.03374464870309746
60646,ZCTA5 60646,B01001I_007,56,74,Male,18 and 19 years,3971,0.44094686476957945,0.028456308234701588,0.014102241249055654
60646,ZCTA5 60646,B01001I_008,32,36,Male,20 to 24 years,3971,0.44094686476957945,0.04860236716192395,0.008058423570888944
60646,ZCTA5 60646,B01001I_009,288,182,Male,25 to 29 years,3971,0.44094686476957945,0.12012087635356333,0.07252581213800051
60646,ZCTA5 60646,B01001I_010,179,167,Male,30 to 34 years,3971,0.44094686476957945,0.1082850667338202,0.045076806849660034
60646,ZCTA5 60646,B01001I_011,205,76,Male,35 to 44 years,3971,0.44094686476957945,0.1304457315537648,0.0516242760010073
60646,ZCTA5 60646,B01001I_012,321,136,Male,45 to 54 years,3971,0.44094686476957945,0.1485771845882649,0.08083606144547972
60646,ZCTA5 60646,B01001I_013,72,60,Male,55 to 64 years,3971,0.44094686476957945,0.05011332158146563,0.018131453034500127
60646,ZCTA5 60646,B01001I_014,42,39,Male,65 to 74 years,3971,0.44094686476957945,0.02593805086879879,0.01057668093679174
60646,ZCTA5 60646,B01001I_015,48,40,Male,75 to 84 years,3971,0.44094686476957945,0.027700831024930747,0.012087635356333417
60646,ZCTA5 60646,B01001I_016,0,20,Male,85 years and over,3971,0.44094686476957945,0,0
60646,ZCTA5 60646,B01001I_018,262,142,Female,Under 5 years,3971,0.5590531352304206,0.08310249307479224,0.06597834298665324
60646,ZCTA5 60646,B01001I_019,209,153,Female,5 to 9 years,3971,0.5590531352304206,0.07680684966003526,0.05263157894736842
60646,ZCTA5 60646,B01001I_020,199,117,Female,10 to 14 years,3971,0.5590531352304206,0.10299672626542433,0.05011332158146563
60646,ZCTA5 60646,B01001I_021,60,51,Female,15 to 17 years,3971,0.5590531352304206,0.048854192898514226,0.015109544195416772
60646,ZCTA5 60646,B01001I_022,57,48,Female,18 and 19 years,3971,0.5590531352304206,0.028456308234701588,0.014354066985645933
60646,ZCTA5 60646,B01001I_023,161,98,Female,20 to 24 years,3971,0.5590531352304206,0.04860236716192395,0.040543943591035005
60646,ZCTA5 60646,B01001I_024,189,155,Female,25 to 29 years,3971,0.5590531352304206,0.12012087635356333,0.04759506421556283
60646,ZCTA5 60646,B01001I_025,251,129,Female,30 to 34 years,3971,0.5590531352304206,0.1082850667338202,0.06320825988416016
60646,ZCTA5 60646,B01001I_026,313,134,Female,35 to 44 years,3971,0.5590531352304206,0.1304457315537648,0.07882145555275749
60646,ZCTA5 60646,B01001I_027,269,97,Female,45 to 54 years,3971,0.5590531352304206,0.1485771845882649,0.06774112314278519
60646,ZCTA5 60646,B01001I_028,127,96,Female,55 to 64 years,3971,0.5590531352304206,0.05011332158146563,0.0319818685469655
60646,ZCTA5 60646,B01001I_029,61,53,Female,65 to 74 years,3971,0.5590531352304206,0.02593805086879879,0.015361369932007051
60646,ZCTA5 60646,B01001I_030,62,49,Female,75 to 84 years,3971,0.5590531352304206,0.027700831024930747,0.01561319566859733
60646,ZCTA5 60646,B01001I_031,0,20,Female,85 years and over,3971,0.5590531352304206,0,0
60647,ZCTA5 60647,B01001I_003,1484,216,Male,Under 5 years,39226,0.5010707184010605,0.062458573395197066,0.03783205017080508
60647,ZCTA5 60647,B01001I_004,1472,265,Male,5 to 9 years,39226,0.5010707184010605,0.07148319991842146,0.03752613062764493
60647,ZCTA5 60647,B01001I_005,1470,225,Male,10 to 14 years,39226,0.5010707184010605,0.0697241625452506,0.03747514403711824
60647,ZCTA5 60647,B01001I_006,1018,201,Male,15 to 17 years,39226,0.5010707184010605,0.050349258145107836,0.025952174578085963
60647,ZCTA5 60647,B01001I_007,660,180,Male,18 and 19 years,39226,0.5010707184010605,0.029470249324427676,0.01682557487380819
60647,ZCTA5 60647,B01001I_008,1540,204,Male,20 to 24 years,39226,0.5010707184010605,0.08073726609901596,0.03925967470555244
60647,ZCTA5 60647,B01001I_009,1859,300,Male,25 to 29 years,39226,0.5010707184010605,0.09312700759700199,0.04739203589455973
60647,ZCTA5 60647,B01001I_010,1420,205,Male,30 to 34 years,39226,0.5010707184010605,0.07525620761739663,0.03620047927395095
60647,ZCTA5 60647,B01001I_011,2537,315,Male,35 to 44 years,39226,0.5010707184010605,0.1333809208178249,0.06467649008310815
60647,ZCTA5 60647,B01001I_012,2461,305,Male,45 to 54 years,39226,0.5010707184010605,0.12795084892673228,0.06273899964309386
60647,ZCTA5 60647,B01001I_013,1941,287,Male,55 to 64 years,39226,0.5010707184010605,0.10156528832916943,0.049482486106154085
60647,ZCTA5 60647,B01001I_014,1148,181,Male,65 to 74 years,39226,0.5010707184010605,0.06709835313312598,0.029266302962320908
60647,ZCTA5 60647,B01001I_015,563,171,Male,75 to 84 years,39226,0.5010707184010605,0.03059195431601489,0.014352725233263652
60647,ZCTA5 60647,B01001I_016,82,52,Male,85 years and over,39226,0.5010707184010605,0.006806709835313313,0.0020904502115943508
60647,ZCTA5 60647,B01001I_018,966,207,Female,Under 5 years,39226,0.49892928159893946,0.062458573395197066,0.024626523224391985
60647,ZCTA5 60647,B01001I_019,1332,216,Female,5 to 9 years,39226,0.49892928159893946,0.07148319991842146,0.03395706929077653
60647,ZCTA5 60647,B01001I_020,1265,215,Female,10 to 14 years,39226,0.49892928159893946,0.0697241625452506,0.03224901850813236
60647,ZCTA5 60647,B01001I_021,957,223,Female,15 to 17 years,39226,0.49892928159893946,0.050349258145107836,0.024397083567021874
60647,ZCTA5 60647,B01001I_022,496,154,Female,18 and 19 years,39226,0.49892928159893946,0.029470249324427676,0.012644674450619488
60647,ZCTA5 60647,B01001I_023,1627,279,Female,20 to 24 years,39226,0.49892928159893946,0.08073726609901596,0.04147759139346352
60647,ZCTA5 60647,B01001I_024,1794,269,Female,25 to 29 years,39226,0.49892928159893946,0.09312700759700199,0.045734971702442256
60647,ZCTA5 60647,B01001I_025,1532,249,Female,30 to 34 years,39226,0.49892928159893946,0.07525620761739663,0.03905572834344567
60647,ZCTA5 60647,B01001I_026,2695,269,Female,35 to 44 years,39226,0.49892928159893946,0.1333809208178249,0.06870443073471677
60647,ZCTA5 60647,B01001I_027,2558,308,Female,45 to 54 years,39226,0.49892928159893946,0.12795084892673228,0.0652118492836384
60647,ZCTA5 60647,B01001I_028,2043,225,Female,55 to 64 years,39226,0.49892928159893946,0.10156528832916943,0.05208280222301535
60647,ZCTA5 60647,B01001I_029,1484,202,Female,65 to 74 years,39226,0.49892928159893946,0.06709835313312598,0.03783205017080508
60647,ZCTA5 60647,B01001I_030,637,172,Female,75 to 84 years,39226,0.49892928159893946,0.03059195431601489,0.016239229082751237
60647,ZCTA5 60647,B01001I_031,185,74,Female,85 years and over,39226,0.49892928159893946,0.006806709835313313,0.004716259623718962
60649,ZCTA5 60649,B01001I_003,57,58,Male,Under 5 years,1183,0.463229078613694,0.057480980557903634,0.04818258664412511
60649,ZCTA5 60649,B01001I_004,45,49,Male,5 to 9 years,1183,0.463229078613694,0.0507185122569738,0.03803888419273035
60649,ZCTA5 60649,B01001I_005,0,23,Male,10 to 14 years,1183,0.463229078613694,0.014370245139475908,0
60649,ZCTA5 60649,B01001I_006,15,24,Male,15 to 17 years,1183,0.463229078613694,0.037193575655114115,0.01267962806424345
60649,ZCTA5 60649,B01001I_007,0,23,Male,18 and 19 years,1183,0.463229078613694,0,0
60649,ZCTA5 60649,B01001I_008,16,27,Male,20 to 24 years,1183,0.463229078613694,0.07438715131022823,0.013524936601859678
60649,ZCTA5 60649,B01001I_009,132,137,Male,25 to 29 years,1183,0.463229078613694,0.18174133558748942,0.11158072696534235
60649,ZCTA5 60649,B01001I_010,69,74,Male,30 to 34 years,1183,0.463229078613694,0.13947590870667795,0.058326289095519866
60649,ZCTA5 60649,B01001I_011,84,52,Male,35 to 44 years,1183,0.463229078613694,0.1834319526627219,0.07100591715976332
60649,ZCTA5 60649,B01001I_012,82,74,Male,45 to 54 years,1183,0.463229078613694,0.10228233305156383,0.06931530008453085
60649,ZCTA5 60649,B01001I_013,48,52,Male,55 to 64 years,1183,0.463229078613694,0.1445477599323753,0.04057480980557904
60649,ZCTA5 60649,B01001I_014,0,23,Male,65 to 74 years,1183,0.463229078613694,0.01014370245139476,0
60649,ZCTA5 60649,B01001I_015,0,23,Male,75 to 84 years,1183,0.463229078613694,0,0
60649,ZCTA5 60649,B01001I_016,0,23,Male,85 years and over,1183,0.463229078613694,0.00422654268808115,0
60649,ZCTA5 60649,B01001I_018,11,17,Female,Under 5 years,1183,0.536770921386306,0.057480980557903634,0.009298393913778529
60649,ZCTA5 60649,B01001I_019,15,19,Female,5 to 9 years,1183,0.536770921386306,0.0507185122569738,0.01267962806424345
60649,ZCTA5 60649,B01001I_020,17,28,Female,10 to 14 years,1183,0.536770921386306,0.014370245139475908,0.014370245139475908
60649,ZCTA5 60649,B01001I_021,29,47,Female,15 to 17 years,1183,0.536770921386306,0.037193575655114115,0.024513947590870666
60649,ZCTA5 60649,B01001I_022,0,23,Female,18 and 19 years,1183,0.536770921386306,0,0
60649,ZCTA5 60649,B01001I_023,72,62,Female,20 to 24 years,1183,0.536770921386306,0.07438715131022823,0.060862214708368556
60649,ZCTA5 60649,B01001I_024,83,121,Female,25 to 29 years,1183,0.536770921386306,0.18174133558748942,0.07016060862214708
60649,ZCTA5 60649,B01001I_025,96,94,Female,30 to 34 years,1183,0.536770921386306,0.13947590870667795,0.08114961961115807
60649,ZCTA5 60649,B01001I_026,133,87,Female,35 to 44 years,1183,0.536770921386306,0.1834319526627219,0.11242603550295859
60649,ZCTA5 60649,B01001I_027,39,30,Female,45 to 54 years,1183,0.536770921386306,0.10228233305156383,0.03296703296703297
60649,ZCTA5 60649,B01001I_028,123,136,Female,55 to 64 years,1183,0.536770921386306,0.1445477599323753,0.10397295012679628
60649,ZCTA5 60649,B01001I_029,12,23,Female,65 to 74 years,1183,0.536770921386306,0.01014370245139476,0.01014370245139476
60649,ZCTA5 60649,B01001I_030,0,23,Female,75 to 84 years,1183,0.536770921386306,0,0
60649,ZCTA5 60649,B01001I_031,5,12,Female,85 years and over,1183,0.536770921386306,0.00422654268808115,0.00422654268808115
60651,ZCTA5 60651,B01001I_003,1118,368,Male,Under 5 years,26860,0.49664929262844376,0.09329858525688757,0.041623231571109455
60651,ZCTA5 60651,B01001I_004,1277,380,Male,5 to 9 years,26860,0.49664929262844376,0.09300074460163812,0.04754281459419211
60651,ZCTA5 60651,B01001I_005,1256,325,Male,10 to 14 years,26860,0.49664929262844376,0.08857036485480269,0.046760982874162325
60651,ZCTA5 60651,B01001I_006,919,262,Male,15 to 17 years,26860,0.49664929262844376,0.06284437825763217,0.034214445271779595
60651,ZCTA5 60651,B01001I_007,285,165,Male,18 and 19 years,26860,0.49664929262844376,0.023827252419955324,0.010610573343261355
60651,ZCTA5 60651,B01001I_008,1500,370,Male,20 to 24 years,26860,0.49664929262844376,0.10156366344005957,0.05584512285927029
60651,ZCTA5 60651,B01001I_009,842,190,Male,25 to 29 years,26860,0.49664929262844376,0.06414743112434847,0.03134772896500372
60651,ZCTA5 60651,B01001I_010,1062,305,Male,30 to 34 years,26860,0.49664929262844376,0.07736411020104245,0.039538346984363364
60651,ZCTA5 60651,B01001I_011,1943,319,Male,35 to 44 years,26860,0.49664929262844376,0.14404318689501117,0.07233804914370812
60651,ZCTA5 60651,B01001I_012,1444,369,Male,45 to 54 years,26860,0.49664929262844376,0.11113179448994788,0.0537602382725242
60651,ZCTA5 60651,B01001I_013,997,239,Male,55 to 64 years,26860,0.49664929262844376,0.08168279970215934,0.03711839166046165
60651,ZCTA5 60651,B01001I_014,422,119,Male,65 to 74 years,26860,0.49664929262844376,0.037304542069992556,0.015711094564408043
60651,ZCTA5 60651,B01001I_015,246,104,Male,75 to 84 years,26860,0.49664929262844376,0.018838421444527177,0.009158600148920327
60651,ZCTA5 60651,B01001I_016,29,36,Male,85 years and over,26860,0.49664929262844376,0.0023827252419955326,0.0010796723752792257
60651,ZCTA5 60651,B01001I_018,1388,288,Female,Under 5 years,26860,0.5033507073715562,0.09329858525688757,0.05167535368577811
60651,ZCTA5 60651,B01001I_019,1221,320,Female,5 to 9 years,26860,0.5033507073715562,0.09300074460163812,0.04545793000744602
60651,ZCTA5 60651,B01001I_020,1123,220,Female,10 to 14 years,26860,0.5033507073715562,0.08857036485480269,0.04180938198064036
60651,ZCTA5 60651,B01001I_021,769,213,Female,15 to 17 years,26860,0.5033507073715562,0.06284437825763217,0.02862993298585257
60651,ZCTA5 60651,B01001I_022,355,124,Female,18 and 19 years,26860,0.5033507073715562,0.023827252419955324,0.01321667907669397
60651,ZCTA5 60651,B01001I_023,1228,296,Female,20 to 24 years,26860,0.5033507073715562,0.10156366344005957,0.04571854058078928
60651,ZCTA5 60651,B01001I_024,881,226,Female,25 to 29 years,26860,0.5033507073715562,0.06414743112434847,0.03279970215934475
60651,ZCTA5 60651,B01001I_025,1016,331,Female,30 to 34 years,26860,0.5033507073715562,0.07736411020104245,0.037825763216679076
60651,ZCTA5 60651,B01001I_026,1926,274,Female,35 to 44 years,26860,0.5033507073715562,0.14404318689501117,0.07170513775130305
60651,ZCTA5 60651,B01001I_027,1541,278,Female,45 to 54 years,26860,0.5033507073715562,0.11113179448994788,0.05737155621742368
60651,ZCTA5 60651,B01001I_028,1197,237,Female,55 to 64 years,26860,0.5033507073715562,0.08168279970215934,0.044564408041697694
60651,ZCTA5 60651,B01001I_029,580,142,Female,65 to 74 years,26860,0.5033507073715562,0.037304542069992556,0.021593447505584513
60651,ZCTA5 60651,B01001I_030,260,126,Female,75 to 84 years,26860,0.5033507073715562,0.018838421444527177,0.00967982129560685
60651,ZCTA5 60651,B01001I_031,35,41,Female,85 years and over,26860,0.5033507073715562,0.0023827252419955326,0.0013030528667163069
60652,ZCTA5 60652,B01001I_003,777,192,Male,Under 5 years,17479,0.5086675439098347,0.07946678871789004,0.04445334401281538
60652,ZCTA5 60652,B01001I_004,808,146,Male,5 to 9 years,17479,0.5086675439098347,0.10898792837118829,0.046226900852451513
60652,ZCTA5 60652,B01001I_005,888,186,Male,10 to 14 years,17479,0.5086675439098347,0.11779850105841295,0.05080382172893186
60652,ZCTA5 60652,B01001I_006,562,141,Male,15 to 17 years,17479,0.5086675439098347,0.05492305051776417,0.032152869157274444
60652,ZCTA5 60652,B01001I_007,320,89,Male,18 and 19 years,17479,0.5086675439098347,0.034841810172206646,0.01830768350592139
60652,ZCTA5 60652,B01001I_008,722,160,Male,20 to 24 years,17479,0.5086675439098347,0.08776245780651067,0.04130671091023514
60652,ZCTA5 60652,B01001I_009,410,130,Male,25 to 29 years,17479,0.5086675439098347,0.04920189942216374,0.02345671949196178
60652,ZCTA5 60652,B01001I_010,634,160,Male,30 to 34 years,17479,0.5086675439098347,0.07254419589221352,0.03627209794610676
60652,ZCTA5 60652,B01001I_011,1616,239,Male,35 to 44 years,17479,0.5086675439098347,0.1830196235482579,0.09245380170490303
60652,ZCTA5 60652,B01001I_012,1230,193,Male,45 to 54 years,17479,0.5086675439098347,0.11608215572973282,0.07037015847588535
60652,ZCTA5 60652,B01001I_013,482,128,Male,55 to 64 years,17479,0.5086675439098347,0.05601006922592826,0.027575948280794096
60652,ZCTA5 60652,B01001I_014,300,112,Male,65 to 74 years,17479,0.5086675439098347,0.02339950798100578,0.017163453286801304
60652,ZCTA5 60652,B01001I_015,112,57,Male,75 to 84 years,17479,0.5086675439098347,0.011270667658332857,0.006407689227072487
60652,ZCTA5 60652,B01001I_016,30,30,Male,85 years and over,17479,0.5086675439098347,0.004691343898392357,0.0017163453286801304
60652,ZCTA5 60652,B01001I_018,612,184,Female,Under 5 years,17479,0.49133245609016535,0.07946678871789004,0.03501344470507466
60652,ZCTA5 60652,B01001I_019,1097,240,Female,5 to 9 years,17479,0.49133245609016535,0.10898792837118829,0.06276102751873677
60652,ZCTA5 60652,B01001I_020,1171,237,Female,10 to 14 years,17479,0.49133245609016535,0.11779850105841295,0.0669946793294811
60652,ZCTA5 60652,B01001I_021,398,110,Female,15 to 17 years,17479,0.49133245609016535,0.05492305051776417,0.022770181360489732
60652,ZCTA5 60652,B01001I_022,289,110,Female,18 and 19 years,17479,0.49133245609016535,0.034841810172206646,0.016534126666285256
60652,ZCTA5 60652,B01001I_023,812,217,Female,20 to 24 years,17479,0.49133245609016535,0.08776245780651067,0.04645574689627553
60652,ZCTA5 60652,B01001I_024,450,133,Female,25 to 29 years,17479,0.49133245609016535,0.04920189942216374,0.025745179930201957
60652,ZCTA5 60652,B01001I_025,634,172,Female,30 to 34 years,17479,0.49133245609016535,0.07254419589221352,0.03627209794610676
60652,ZCTA5 60652,B01001I_026,1583,212,Female,35 to 44 years,17479,0.49133245609016535,0.1830196235482579,0.09056582184335488
60652,ZCTA5 60652,B01001I_027,799,160,Female,45 to 54 years,17479,0.49133245609016535,0.11608215572973282,0.045711997253847475
60652,ZCTA5 60652,B01001I_028,497,128,Female,55 to 64 years,17479,0.49133245609016535,0.05601006922592826,0.028434120945134162
60652,ZCTA5 60652,B01001I_029,109,60,Female,65 to 74 years,17479,0.49133245609016535,0.02339950798100578,0.006236054694204474
60652,ZCTA5 60652,B01001I_030,85,58,Female,75 to 84 years,17479,0.49133245609016535,0.011270667658332857,0.00486297843126037
60652,ZCTA5 60652,B01001I_031,52,48,Female,85 years and over,17479,0.49133245609016535,0.004691343898392357,0.002974998569712226
60653,ZCTA5 60653,B01001I_003,40,47,Male,Under 5 years,689,0.5892597968069666,0.06531204644412192,0.05805515239477504
60653,ZCTA5 60653,B01001I_004,60,48,Male,5 to 9 years,689,0.5892597968069666,0.10014513788098693,0.08708272859216255
60653,ZCTA5 60653,B01001I_005,81,60,Male,10 to 14 years,689,0.5892597968069666,0.17706821480406387,0.11756168359941944
60653,ZCTA5 60653,B01001I_006,0,23,Male,15 to 17 years,689,0.5892597968069666,0,0
60653,ZCTA5 60653,B01001I_007,16,22,Male,18 and 19 years,689,0.5892597968069666,0.023222060957910014,0.023222060957910014
60653,ZCTA5 60653,B01001I_008,21,24,Male,20 to 24 years,689,0.5892597968069666,0.030478955007256895,0.030478955007256895
60653,ZCTA5 60653,B01001I_009,54,45,Male,25 to 29 years,689,0.5892597968069666,0.14804063860667635,0.0783744557329463
60653,ZCTA5 60653,B01001I_010,11,12,Male,30 to 34 years,689,0.5892597968069666,0.08708272859216255,0.015965166908563134
60653,ZCTA5 60653,B01001I_011,17,18,Male,35 to 44 years,689,0.5892597968069666,0.15529753265602322,0.02467343976777939
60653,ZCTA5 60653,B01001I_012,27,26,Male,45 to 54 years,689,0.5892597968069666,0.08127721335268505,0.03918722786647315
60653,ZCTA5 60653,B01001I_013,71,51,Male,55 to 64 years,689,0.5892597968069666,0.10885341074020319,0.10304789550072568
60653,ZCTA5 60653,B01001I_014,8,13,Male,65 to 74 years,689,0.5892597968069666,0.011611030478955007,0.011611030478955007
60653,ZCTA5 60653,B01001I_015,0,23,Male,75 to 84 years,689,0.5892597968069666,0,0
60653,ZCTA5 60653,B01001I_016,0,23,Male,85 years and over,689,0.5892597968069666,0.011611030478955007,0
60653,ZCTA5 60653,B01001I_018,5,9,Female,Under 5 years,689,0.4107402031930334,0.06531204644412192,0.00725689404934688
60653,ZCTA5 60653,B01001I_019,9,14,Female,5 to 9 years,689,0.4107402031930334,0.10014513788098693,0.013062409288824383
60653,ZCTA5 60653,B01001I_020,41,24,Female,10 to 14 years,689,0.4107402031930334,0.17706821480406387,0.059506531204644414
60653,ZCTA5 60653,B01001I_021,0,23,Female,15 to 17 years,689,0.4107402031930334,0,0
60653,ZCTA5 60653,B01001I_022,0,23,Female,18 and 19 years,689,0.4107402031930334,0.023222060957910014,0
60653,ZCTA5 60653,B01001I_023,0,23,Female,20 to 24 years,689,0.4107402031930334,0.030478955007256895,0
60653,ZCTA5 60653,B01001I_024,48,42,Female,25 to 29 years,689,0.4107402031930334,0.14804063860667635,0.06966618287373004
60653,ZCTA5 60653,B01001I_025,49,37,Female,30 to 34 years,689,0.4107402031930334,0.08708272859216255,0.07111756168359942
60653,ZCTA5 60653,B01001I_026,90,55,Female,35 to 44 years,689,0.4107402031930334,0.15529753265602322,0.13062409288824384
60653,ZCTA5 60653,B01001I_027,29,23,Female,45 to 54 years,689,0.4107402031930334,0.08127721335268505,0.0420899854862119
60653,ZCTA5 60653,B01001I_028,4,9,Female,55 to 64 years,689,0.4107402031930334,0.10885341074020319,0.005805515239477504
60653,ZCTA5 60653,B01001I_029,0,23,Female,65 to 74 years,689,0.4107402031930334,0.011611030478955007,0
60653,ZCTA5 60653,B01001I_030,0,23,Female,75 to 84 years,689,0.4107402031930334,0,0
60653,ZCTA5 60653,B01001I_031,8,11,Female,85 years and over,689,0.4107402031930334,0.011611030478955007,0.011611030478955007
60654,ZCTA5 60654,B01001I_003,0,17,Male,Under 5 years,997,0.5275827482447342,0.015045135406218655,0
60654,ZCTA5 60654,B01001I_004,0,17,Male,5 to 9 years,997,0.5275827482447342,0.014042126379137413,0
60654,ZCTA5 60654,B01001I_005,0,17,Male,10 to 14 years,997,0.5275827482447342,0,0
60654,ZCTA5 60654,B01001I_006,0,17,Male,15 to 17 years,997,0.5275827482447342,0,0
60654,ZCTA5 60654,B01001I_007,0,17,Male,18 and 19 years,997,0.5275827482447342,0,0
60654,ZCTA5 60654,B01001I_008,35,41,Male,20 to 24 years,997,0.5275827482447342,0.06720160481444333,0.03510531594784353
60654,ZCTA5 60654,B01001I_009,235,220,Male,25 to 29 years,997,0.5275827482447342,0.3119358074222668,0.23570712136409228
60654,ZCTA5 60654,B01001I_010,56,62,Male,30 to 34 years,997,0.5275827482447342,0.12637913741223672,0.05616850551654965
60654,ZCTA5 60654,B01001I_011,92,64,Male,35 to 44 years,997,0.5275827482447342,0.25275827482447344,0.09227683049147442
60654,ZCTA5 60654,B01001I_012,60,67,Male,45 to 54 years,997,0.5275827482447342,0.11033099297893681,0.06018054162487462
60654,ZCTA5 60654,B01001I_013,48,44,Male,55 to 64 years,997,0.5275827482447342,0.08324974924774323,0.048144433299899696
60654,ZCTA5 60654,B01001I_014,0,17,Male,65 to 74 years,997,0.5275827482447342,0,0
60654,ZCTA5 60654,B01001I_015,0,17,Male,75 to 84 years,997,0.5275827482447342,0.01905717151454363,0
60654,ZCTA5 60654,B01001I_016,0,17,Male,85 years and over,997,0.5275827482447342,0,0
60654,ZCTA5 60654,B01001I_018,15,26,Female,Under 5 years,997,0.4724172517552658,0.015045135406218655,0.015045135406218655
60654,ZCTA5 60654,B01001I_019,14,24,Female,5 to 9 years,997,0.4724172517552658,0.014042126379137413,0.014042126379137413
60654,ZCTA5 60654,B01001I_020,0,17,Female,10 to 14 years,997,0.4724172517552658,0,0
60654,ZCTA5 60654,B01001I_021,0,17,Female,15 to 17 years,997,0.4724172517552658,0,0
60654,ZCTA5 60654,B01001I_022,0,17,Female,18 and 19 years,997,0.4724172517552658,0,0
60654,ZCTA5 60654,B01001I_023,32,36,Female,20 to 24 years,997,0.4724172517552658,0.06720160481444333,0.0320962888665998
60654,ZCTA5 60654,B01001I_024,76,54,Female,25 to 29 years,997,0.4724172517552658,0.3119358074222668,0.07622868605817452
60654,ZCTA5 60654,B01001I_025,70,89,Female,30 to 34 years,997,0.4724172517552658,0.12637913741223672,0.07021063189568706
60654,ZCTA5 60654,B01001I_026,160,105,Female,35 to 44 years,997,0.4724172517552658,0.25275827482447344,0.160481444332999
60654,ZCTA5 60654,B01001I_027,50,49,Female,45 to 54 years,997,0.4724172517552658,0.11033099297893681,0.05015045135406219
60654,ZCTA5 60654,B01001I_028,35,39,Female,55 to 64 years,997,0.4724172517552658,0.08324974924774323,0.03510531594784353
60654,ZCTA5 60654,B01001I_029,0,17,Female,65 to 74 years,997,0.4724172517552658,0,0
60654,ZCTA5 60654,B01001I_030,19,30,Female,75 to 84 years,997,0.4724172517552658,0.01905717151454363,0.01905717151454363
60654,ZCTA5 60654,B01001I_031,0,17,Female,85 years and over,997,0.4724172517552658,0,0
60655,ZCTA5 60655,B01001I_003,178,142,Male,Under 5 years,2390,0.5246861924686193,0.13472803347280335,0.07447698744769875
