date,zipcode,confirmed_cases,confirmed_cases_change,confirmed_cases_change_pct,total_tested,total_tested_change,total_tested_change_pct,pct_population_moe,below_moe_threshold,cases_per_capita,cases_per_1000,confirmed_cases_unknown,confirmed_cases_less_than_20,confirmed_cases_20_to_29,confirmed_cases_30_to_39,confirmed_cases_40_to_49,confirmed_cases_50_to_59,confirmed_cases_60_to_69,confirmed_cases_70_to_79,confirmed_cases_80_or_more,total_tested_unknown,total_tested_less_than_20,total_tested_20_to_29,total_tested_30_to_39,total_tested_40_to_49,total_tested_50_to_59,total_tested_60_to_69,total_tested_70_to_79,total_tested_80_or_more,confirmed_cases_female,confirmed_cases_male,confirmed_cases_unknownleftblank,total_tested_female,total_tested_male,total_tested_unknownleftblank,confirmed_cases_aian,confirmed_cases_asian,confirmed_cases_black,confirmed_cases_hispanic,confirmed_cases_leftblank,confirmed_cases_nhpi,confirmed_cases_other,confirmed_cases_white,total_tested_aian,total_tested_asian,total_tested_black,total_tested_hispanic,total_tested_leftblank,total_tested_nhpi,total_tested_other,total_tested_white
9/30/2020,61417,6,0,0,60,0,0,0.4,FALSE,,,0,0,0,0,0,0,0,0,0,0,0,0,7,10,15,17,0,0,0,0,0,24,29,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,35
9/30/2020,61415,10,1,11.11,275,2,0.73,0.12,FALSE,,,0,0,0,0,0,0,0,0,0,0,30,40,27,26,53,59,29,11,0,6,0,135,126,14,0,0,0,0,0,0,0,7,0,0,0,0,132,0,0,137
9/30/2020,61413,16,0,0,251,1,0.4,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,34,41,31,37,31,26,31,20,7,9,0,126,118,7,0,0,0,0,7,0,0,8,0,0,0,0,128,0,0,118
9/30/2020,61412,14,1,7.69,275,4,1.48,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,37,34,43,36,36,39,38,12,0,9,0,128,119,28,0,0,0,0,0,0,0,9,0,0,0,0,143,0,0,130
9/30/2020,61410,27,0,0,680,4,0.59,0.11,FALSE,,,0,0,6,0,0,7,0,0,0,0,75,119,121,104,127,67,47,20,18,7,0,380,226,74,0,0,0,0,7,0,0,20,0,0,10,0,342,0,0,320
9/30/2020,61401,490,13,2.73,11748,91,0.78,0.01,TRUE,0.01,14.55,0,77,83,90,90,70,46,21,13,0,1862,2645,1498,1370,1414,1304,923,731,219,236,35,6132,4410,1206,0,0,88,26,151,0,7,217,0,208,506,284,5822,13,294,4616
9/30/2020,61379,23,1,4.55,277,9,3.36,0.17,FALSE,,,0,0,0,0,0,6,0,0,0,0,47,33,39,46,36,56,10,10,13,8,0,155,110,12,0,0,0,0,10,0,0,13,0,0,0,0,139,0,0,135
9/30/2020,61378,6,0,0,58,2,3.57,0.28,FALSE,,,0,0,0,0,0,0,0,0,0,0,0,8,9,8,7,9,9,0,0,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,36
9/30/2020,61377,18,0,0,338,0,0,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,60,73,54,42,47,32,25,0,12,6,0,188,126,24,0,0,0,0,8,0,0,7,0,0,0,0,175,0,0,151
9/30/2020,61376,23,0,0,470,13,2.84,0.11,FALSE,,,0,0,0,0,7,6,0,0,0,0,74,44,66,33,79,50,43,81,11,11,0,254,202,14,0,0,0,0,7,0,0,12,0,0,27,0,162,0,9,270
9/30/2020,61375,11,1,10,258,4,1.57,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,33,27,24,42,32,36,33,31,7,0,0,155,91,12,0,0,0,0,0,0,0,6,0,0,0,0,151,0,6,101
9/30/2020,61373,41,0,0,404,3,0.75,0.13,FALSE,,,0,6,7,0,9,7,0,0,0,0,52,59,64,61,77,39,39,13,20,19,0,230,150,24,0,0,0,0,8,0,0,31,0,0,0,0,137,0,0,257
9/30/2020,61370,15,0,0,207,1,0.49,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,26,24,25,23,53,26,14,16,0,11,0,128,70,9,0,0,0,0,0,0,0,11,0,0,0,0,63,0,6,134
9/30/2020,61369,21,1,5,1184,3,0.25,0.08,TRUE,0.01,12.68,0,0,0,0,0,0,0,0,0,0,55,161,121,178,238,205,151,75,10,10,0,694,455,35,0,0,0,0,7,0,0,12,0,0,8,0,976,0,0,193
9/30/2020,61368,19,2,11.76,280,9,3.32,0.12,FALSE,,,0,0,0,6,0,0,0,0,0,0,42,32,42,26,33,46,43,16,11,8,0,169,99,12,0,0,0,0,6,0,0,13,0,0,0,0,149,0,0,130
9/30/2020,61367,8,0,0,146,1,0.69,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,18,22,16,17,17,30,13,13,0,0,0,83,61,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,85
9/30/2020,61364,386,4,1.05,6081,37,0.61,0.02,TRUE,0.02,20.26,0,47,62,52,50,64,60,28,23,0,775,939,887,806,835,760,471,606,203,165,18,3665,2071,345,0,0,10,14,81,0,25,256,0,15,90,197,1767,7,175,3829
9/30/2020,61363,6,0,0,33,1,3.13,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,6,8,0,9,0,0,0,0,0,0,0,16,11,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13
9/30/2020,61362,143,2,1.42,2243,5,0.22,0.02,TRUE,0.03,25.6,0,20,27,20,23,22,15,11,0,0,175,331,344,243,379,297,239,235,76,62,0,1494,645,104,0,0,0,30,18,0,0,94,0,12,10,123,1590,0,13,495
9/30/2020,61361,23,2,9.52,324,5,1.57,0.12,FALSE,,,0,6,0,0,0,0,0,0,0,0,49,24,56,42,52,62,24,15,10,13,0,177,142,0,0,0,0,0,11,0,0,12,0,0,0,0,214,0,0,104
9/30/2020,61360,29,0,0,494,3,0.61,0.11,FALSE,,,0,7,6,7,0,0,0,0,0,0,63,87,84,51,80,79,33,17,14,14,0,264,224,6,0,0,0,0,9,0,0,19,0,0,0,0,245,0,12,233
9/30/2020,61356,190,2,1.06,3706,47,1.28,0.02,TRUE,0.02,17.79,0,26,28,44,33,14,23,12,10,0,340,437,494,428,598,570,372,467,89,89,12,2184,1283,239,0,0,0,23,70,0,0,95,0,19,9,60,2285,9,31,1293
9/30/2020,61354,151,2,1.34,2523,12,0.48,0.01,TRUE,0.01,14.26,0,20,22,24,17,27,23,9,9,0,201,395,394,372,308,318,169,365,76,68,7,1518,826,179,0,0,0,14,32,0,0,102,0,7,30,102,810,20,29,1523
9/30/2020,61353,14,0,0,272,2,0.74,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,46,47,22,47,32,42,20,16,8,6,0,146,122,0,0,0,0,0,7,0,0,0,0,0,0,11,103,0,0,152
9/30/2020,61350,296,3,1.02,7207,45,0.63,0.02,TRUE,0.01,12.42,0,34,59,45,42,50,31,17,18,0,625,1000,976,823,1048,888,744,1101,157,122,17,4228,2625,354,0,0,9,20,68,0,11,188,0,27,90,132,2743,0,137,4073
9/30/2020,61349,10,0,0,179,5,2.87,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,33,23,16,28,19,39,13,8,7,0,0,119,54,6,0,0,0,0,0,0,0,6,0,0,0,0,80,0,0,92
9/30/2020,61348,67,1,1.52,858,4,0.47,0.02,TRUE,0.01,14.95,0,8,15,15,11,10,0,0,0,0,83,122,157,128,164,137,40,27,36,29,0,515,291,52,0,0,0,7,18,0,0,41,0,9,0,34,256,9,11,534
9/30/2020,61345,9,0,0,157,0,0,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,20,24,20,25,17,22,14,15,0,0,0,87,69,0,0,0,0,0,6,0,0,0,0,0,0,0,103,0,0,48
9/30/2020,61342,280,1,0.36,2251,7,0.31,0.04,TRUE,0.03,31.95,0,34,47,19,35,46,19,19,61,0,262,312,285,367,305,261,201,258,157,93,30,1244,873,134,0,0,0,40,72,0,30,134,8,0,11,181,713,0,201,1135
9/30/2020,61341,108,0,0,2206,69,3.23,0.04,TRUE,0.01,13.5,0,13,24,0,11,17,21,0,12,0,206,352,276,320,383,358,188,122,59,49,0,1335,755,116,0,0,0,0,22,0,0,79,0,0,12,30,1035,0,28,1099
9/30/2020,61335,6,,,101,,,0.29,FALSE,,,0,0,0,0,0,0,0,0,0,0,14,13,0,8,24,22,15,0,0,0,0,56,39,6,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,64
9/30/2020,61334,11,0,0,113,0,0,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,9,26,13,15,26,12,6,0,7,0,0,68,39,6,0,0,0,0,0,0,0,9,0,0,0,0,54,0,0,55
9/30/2020,61333,15,0,0,155,1,0.65,0.26,FALSE,,,0,6,0,0,0,0,0,0,0,0,35,0,20,16,34,22,17,6,11,0,0,92,43,20,0,0,0,0,0,0,0,14,0,0,0,0,91,0,0,63
9/30/2020,61330,25,0,0,270,2,0.75,0.11,FALSE,,,0,0,0,0,0,8,0,0,0,0,30,50,24,43,59,29,26,9,13,11,0,160,98,12,0,0,0,0,0,0,0,21,0,0,0,0,106,0,6,153
9/30/2020,61329,23,0,0,235,2,0.86,0.09,TRUE,0.02,19.41,0,0,0,0,0,0,7,0,0,0,18,42,21,36,47,59,10,0,10,13,0,168,54,13,0,0,0,0,0,0,0,17,0,0,0,14,86,0,8,127
9/30/2020,61327,9,0,0,293,0,0,0.12,FALSE,,,0,0,0,0,0,0,0,0,0,0,30,31,41,46,64,53,15,13,0,0,0,198,71,24,0,0,0,0,0,0,0,9,0,0,0,10,99,10,0,169
9/30/2020,61326,33,1,3.13,343,1,0.29,0.04,TRUE,0.01,14.37,0,0,0,0,0,9,7,0,0,0,45,48,52,68,45,50,27,8,17,14,0,201,117,25,0,0,0,0,7,0,0,23,0,0,0,10,179,0,0,148
9/30/2020,61325,24,0,0,313,1,0.32,0.15,FALSE,,,0,0,7,0,0,0,0,0,0,0,38,95,36,21,42,38,33,10,12,12,0,193,103,17,0,0,0,0,0,0,0,20,0,0,0,0,93,0,6,213
9/30/2020,61322,112,0,0,374,0,0,0.13,FALSE,,,0,20,14,16,28,23,0,0,0,0,69,64,51,44,66,44,25,11,53,53,6,195,136,43,0,0,0,83,19,0,0,9,0,0,0,121,142,8,14,84
9/30/2020,61319,14,0,0,302,4,1.34,0.18,FALSE,,,0,0,0,0,0,0,0,0,0,0,28,43,35,45,61,47,24,18,8,6,0,170,103,29,0,0,0,0,0,0,0,10,0,0,0,0,125,0,0,168
9/30/2020,61317,6,0,0,88,1,1.15,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,14,16,21,0,20,0,8,0,0,0,0,59,22,7,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,52
9/30/2020,61316,7,0,0,104,0,0,0.22,FALSE,,,0,0,0,0,0,0,0,0,0,0,13,21,7,29,16,16,0,0,0,0,0,65,30,9,0,0,0,0,0,0,0,7,0,0,0,0,35,0,0,68
9/30/2020,61315,10,0,0,87,3,3.57,0.27,FALSE,,,0,0,0,0,0,0,0,0,0,0,6,16,22,7,14,18,0,0,6,0,0,42,43,0,0,0,0,0,0,0,0,8,0,0,0,0,39,0,0,46
9/30/2020,61314,9,1,12.5,183,6,3.39,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,27,15,23,18,37,40,22,0,7,0,0,114,64,0,0,0,0,0,7,0,0,0,0,0,0,0,102,0,0,80
9/30/2020,61312,13,2,18.18,83,1,1.22,0.16,FALSE,,,0,0,0,0,0,6,0,0,0,0,15,6,16,7,22,9,6,0,0,9,0,45,28,10,0,0,0,0,0,0,0,12,0,0,0,0,29,0,0,48
9/30/2020,61310,36,0,0,782,11,1.43,0.06,TRUE,0.01,9.61,0,0,6,0,7,8,0,0,0,0,90,121,124,98,164,123,45,17,19,17,0,446,327,9,0,0,0,0,8,0,0,27,0,0,12,0,307,0,7,452
9/30/2020,61301,173,2,1.17,3230,8,0.25,0.02,TRUE,0.02,17.15,0,17,36,24,32,26,21,12,0,0,230,420,356,387,446,301,272,817,89,77,7,1339,1589,302,0,0,0,56,39,0,0,72,0,13,33,199,1053,0,46,1886
9/30/2020,61285,80,1,1.27,1563,0,0,0.11,FALSE,,,0,0,0,35,24,10,0,0,0,0,33,274,681,360,129,43,35,8,16,64,0,113,1449,0,0,0,19,0,19,0,0,36,0,0,0,0,1454,0,0,102
9/30/2020,61284,38,0,0,727,5,0.69,0.17,FALSE,,,0,0,0,0,13,9,0,0,0,0,71,87,67,77,126,138,97,64,19,18,0,401,312,14,0,0,0,0,12,0,0,26,0,0,0,0,383,0,14,323
9/30/2020,61283,9,0,0,183,1,0.55,0.22,FALSE,,,0,0,0,0,0,0,0,0,0,0,28,27,42,21,29,17,13,6,0,0,0,126,52,0,0,0,0,0,0,0,0,7,0,0,24,6,71,0,6,76
9/30/2020,61282,208,2,0.97,3732,25,0.67,0.01,TRUE,0.03,26.6,0,23,31,23,28,23,33,30,17,0,471,528,479,460,489,529,387,385,126,81,0,2274,1416,42,0,0,9,23,90,0,0,77,0,11,156,189,1881,0,80,1410
9/30/2020,61281,17,0,0,804,6,0.75,0.12,FALSE,,,0,0,0,0,0,0,0,0,0,0,136,99,97,134,119,120,72,26,8,9,0,428,354,22,0,0,0,0,0,0,0,11,0,0,0,7,448,0,14,333
9/30/2020,61279,9,0,0,255,2,0.79,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,28,31,30,31,34,46,30,24,0,0,0,142,107,6,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,118
9/30/2020,61277,22,1,4.76,1092,5,0.46,0.08,TRUE,0.01,6.78,0,0,7,0,0,0,0,0,0,0,96,186,184,147,217,103,74,84,13,8,0,689,386,17,0,0,0,0,8,0,0,11,0,0,41,0,879,0,8,161
9/30/2020,61275,59,2,3.51,1309,13,1,0.08,TRUE,0.01,12.42,0,12,6,11,12,11,0,0,0,0,183,122,261,199,186,174,133,48,27,31,0,744,551,14,0,0,0,0,36,0,0,18,0,0,8,11,787,0,9,492
9/30/2020,61273,43,0,0,1125,6,0.54,0.04,TRUE,0.01,13.26,0,9,6,8,7,6,0,0,0,0,187,125,171,179,156,138,106,62,15,28,0,628,490,7,0,0,0,0,18,0,0,25,0,0,0,9,671,0,13,429
9/30/2020,61272,9,0,0,287,0,0,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,36,23,33,29,42,56,30,37,0,0,0,131,151,0,0,0,0,0,0,0,0,8,0,0,0,0,119,0,10,155
9/30/2020,61270,83,2,2.47,1691,16,0.96,0.05,TRUE,0.01,11.85,0,8,12,15,9,16,9,0,9,0,233,217,216,159,200,205,129,331,48,35,0,1056,613,22,0,0,0,0,19,0,0,58,0,0,56,13,1122,0,14,486
9/30/2020,61265,940,9,0.97,17888,135,0.76,0.01,TRUE,0.02,21.51,0,109,196,167,141,113,100,63,51,16,1898,2769,2604,2269,2319,2581,1741,1691,511,417,12,10524,7091,273,0,15,74,197,297,0,27,328,8,91,715,1140,9226,0,377,6326
9/30/2020,61264,125,2,1.63,3738,26,0.7,0.03,TRUE,0.01,11.77,0,17,16,18,18,22,17,7,10,0,437,391,443,515,554,674,446,273,70,55,0,2175,1491,72,0,0,11,0,43,0,0,66,0,6,85,42,1886,0,41,1676
9/30/2020,61263,6,0,0,280,2,0.72,0.26,FALSE,,,0,0,0,0,0,0,0,0,0,0,39,47,37,54,46,33,12,12,0,0,0,147,130,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,6,149
9/30/2020,61262,6,0,0,225,0,0,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,28,21,31,31,21,51,35,7,0,0,0,129,93,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,87
9/30/2020,61261,9,0,0,167,1,0.6,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,18,42,17,15,40,15,12,8,0,0,0,100,64,0,0,0,0,0,0,0,0,7,0,0,10,0,91,0,0,62
9/30/2020,61259,12,1,9.09,268,3,1.13,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,20,27,21,33,65,42,31,29,8,0,0,173,89,6,0,0,0,0,8,0,0,0,0,0,0,0,168,0,0,99
9/30/2020,61257,8,0,0,282,0,0,0.35,FALSE,,,0,0,0,0,0,0,0,0,0,0,23,53,30,44,35,63,26,8,0,0,0,164,117,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,98
9/30/2020,61256,29,0,0,634,2,0.32,0.12,FALSE,,,0,0,6,0,0,6,6,0,0,0,113,56,99,87,88,82,75,32,16,13,0,365,261,8,0,0,0,0,9,0,0,17,0,0,0,22,331,0,10,269
9/30/2020,61254,129,3,2.38,4342,14,0.32,0.03,TRUE,0.01,11.72,0,20,23,19,14,28,13,7,0,0,358,502,454,543,630,593,496,765,71,56,0,2757,1561,24,0,0,0,0,76,0,0,49,0,0,0,12,3669,0,22,636
9/30/2020,61252,139,3,2.21,1263,1,0.08,0.04,TRUE,0.03,26.03,0,10,24,20,18,25,18,0,20,0,131,159,161,155,156,161,57,283,85,53,0,796,442,25,0,0,0,0,32,0,0,99,0,0,40,8,565,0,15,634
9/30/2020,61250,24,0,0,618,9,1.48,0.1,TRUE,0.01,9.59,0,0,0,0,0,0,0,0,0,0,87,92,81,76,91,99,71,21,15,9,0,386,226,6,0,0,0,0,9,0,0,13,0,0,0,0,388,0,0,219
9/30/2020,61244,730,8,1.11,10307,54,0.53,0.02,TRUE,0.03,30.83,0,53,141,163,159,116,55,23,20,7,958,1446,1379,1298,1410,1357,1062,1390,227,499,0,6069,3938,300,0,20,141,107,284,0,16,161,0,77,568,561,5662,0,174,3258
9/30/2020,61241,117,3,2.63,2493,21,0.85,0.05,TRUE,0.02,17.14,0,20,24,19,20,21,9,0,0,0,264,383,382,340,490,297,242,92,60,57,0,1442,1022,29,0,0,0,0,65,0,0,46,0,0,6,47,1461,0,21,955
9/30/2020,61240,72,1,1.41,2266,13,0.58,0.05,TRUE,0.01,11.73,0,7,18,11,11,0,10,8,0,0,232,293,261,374,314,324,335,130,41,31,0,1274,946,46,0,0,0,0,19,0,0,50,0,0,12,31,1197,0,26,999
9/30/2020,61239,18,1,5.88,395,5,1.28,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,53,61,65,60,42,59,32,23,12,6,0,253,138,0,0,0,0,0,8,0,0,0,0,0,33,10,213,0,11,128
9/30/2020,61238,71,0,0,1024,5,0.49,0.07,TRUE,0.02,20.09,0,9,13,12,10,11,8,6,0,0,117,138,123,135,160,142,106,103,38,32,0,620,398,6,0,0,0,0,45,0,0,24,0,0,0,9,815,0,6,189
9/30/2020,61235,18,0,0,543,1,0.18,0.12,FALSE,,,0,0,0,0,0,0,6,0,0,0,50,66,73,46,114,79,64,51,8,10,0,296,246,0,0,0,0,0,7,0,0,10,0,0,0,0,444,0,0,92
9/30/2020,61234,14,0,0,444,3,0.68,0.11,FALSE,,,0,0,9,0,0,0,0,0,0,0,60,54,48,73,65,60,24,60,6,8,0,278,161,0,0,0,0,0,13,0,0,0,0,0,0,0,373,0,0,64
9/30/2020,61233,18,0,0,243,1,0.41,,FALSE,,,0,0,0,0,0,0,0,0,0,0,31,35,52,32,24,40,17,12,8,10,0,145,95,0,0,0,0,0,10,0,0,8,0,0,0,0,145,0,0,97
9/30/2020,61232,18,0,0,461,1,0.22,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,61,56,36,66,115,50,46,31,11,7,0,239,215,7,0,0,0,0,0,0,0,14,0,0,0,0,238,0,0,211
9/30/2020,61231,57,0,0,1904,6,0.32,0.05,TRUE,0.01,10.93,0,8,10,0,0,6,7,0,12,6,218,181,178,149,223,280,219,450,32,21,0,1162,712,30,0,0,0,0,17,0,0,38,0,0,0,6,645,0,26,1225
9/30/2020,61230,19,1,5.56,189,1,0.53,0.15,FALSE,,,0,0,0,0,0,6,0,0,0,0,30,28,26,36,31,24,6,8,8,11,0,93,91,0,0,0,0,0,0,0,0,17,0,0,0,0,120,0,0,63
9/30/2020,61204,6,0,0,87,1,1.16,,FALSE,,,0,0,0,0,0,0,0,0,0,0,13,0,13,9,19,16,0,11,0,0,0,39,43,0,0,0,0,0,0,0,0,0,0,0,19,0,39,0,0,28
9/30/2020,61201,763,8,1.06,16689,121,0.73,0.01,TRUE,0.02,19.88,0,63,166,102,91,108,101,69,63,22,1641,2363,2082,2097,2272,2488,1784,1940,416,335,12,9764,6327,598,0,36,118,75,244,0,9,281,0,105,1656,584,9028,0,270,5037
9/30/2020,61115,351,19,5.72,6651,110,1.68,0,TRUE,0.02,15.55,0,52,87,52,55,41,30,20,14,0,882,1176,999,904,1046,795,493,355,192,158,0,3741,2762,148,0,12,24,26,57,0,0,229,0,70,99,256,2957,0,72,3192
9/30/2020,61114,274,8,3.01,5986,110,1.87,0.05,TRUE,0.02,17.57,0,31,52,39,41,48,36,19,8,0,761,897,641,625,845,791,673,752,156,115,0,3404,2334,248,0,9,45,46,54,0,0,114,0,129,302,225,3074,0,75,2175
9/30/2020,61111,372,25,7.2,7663,153,2.04,0.03,TRUE,0.02,15.61,0,49,73,69,57,55,48,15,6,0,1052,1330,1169,1010,1178,1040,484,399,214,156,0,4395,3068,200,0,9,26,30,75,0,0,229,0,103,250,254,3810,0,80,3160
9/30/2020,61109,648,22,3.51,7945,121,1.55,0.03,TRUE,0.02,23.8,0,106,164,107,101,65,63,29,13,0,1249,1582,1293,1181,1144,733,533,229,348,298,0,4442,3233,270,0,29,97,235,78,0,18,191,6,84,459,871,3987,0,198,2340
9/30/2020,61108,851,21,2.53,11013,227,2.1,0.03,TRUE,0.03,30.59,0,125,132,146,117,110,106,72,43,9,1421,1896,1694,1600,1590,1314,896,593,451,396,0,6339,4210,464,0,24,116,267,112,0,14,318,0,131,709,1067,5976,8,185,2936
9/30/2020,61107,649,24,3.84,11494,218,1.93,0.03,TRUE,0.02,21,0,73,129,102,75,82,58,40,90,0,1418,1754,1740,1493,1490,1489,1055,1052,351,296,0,6474,4793,227,0,16,80,129,114,0,15,292,8,139,458,573,6760,0,169,3385
9/30/2020,61104,507,18,3.68,5338,86,1.64,0.05,TRUE,0.03,26.06,0,99,126,83,81,66,25,15,12,0,808,1170,861,849,678,492,298,181,286,219,0,2956,2089,293,0,18,138,207,63,0,7,73,0,45,540,672,2954,0,78,1042
9/30/2020,61103,598,26,4.55,10453,165,1.6,0.04,TRUE,0.02,24.95,0,80,107,95,67,74,73,53,49,0,1217,1478,1470,1239,1583,1338,942,1183,342,254,0,6049,4018,386,0,0,175,106,75,0,6,234,0,20,1237,567,5522,0,93,3014
9/30/2020,61102,509,26,5.38,5781,106,1.87,0.05,TRUE,0.03,28.66,0,98,93,81,62,84,50,26,15,0,909,983,914,851,900,670,343,211,295,207,7,3078,2271,432,0,0,191,182,57,0,0,74,0,9,940,775,2829,0,70,1151
9/30/2020,61101,535,8,1.52,7303,87,1.21,0.05,TRUE,0.03,27.37,0,97,121,73,97,70,31,30,16,0,987,1174,1091,1040,1093,882,640,395,286,245,0,4016,2779,508,0,0,210,153,52,0,13,105,0,10,1316,611,3316,0,97,1949
9/30/2020,61088,75,3,4.17,1712,33,1.97,0.07,TRUE,0.01,12.39,0,9,9,12,14,11,8,6,6,0,260,197,198,211,339,241,140,126,36,39,0,904,741,67,0,0,0,0,13,0,0,56,0,0,15,42,632,0,11,1006
9/30/2020,61087,23,1,4.55,289,3,1.05,0.1,TRUE,0.02,15.41,0,0,0,0,0,0,6,0,0,0,47,27,36,40,52,50,26,11,14,9,0,144,145,0,0,0,0,0,7,0,0,16,0,0,0,0,126,0,8,150
9/30/2020,61085,46,0,0,663,4,0.61,0.06,TRUE,0.01,12.68,0,9,10,0,7,6,6,0,0,0,82,80,66,93,82,136,75,49,22,24,0,363,282,18,0,0,0,0,9,0,0,34,0,0,0,0,338,0,0,314
9/30/2020,61084,32,0,0,629,15,2.44,0.1,TRUE,0.01,10.37,0,0,7,0,0,8,0,0,0,0,91,109,104,75,95,104,29,22,21,11,0,359,263,7,0,0,0,0,10,0,0,21,0,0,0,6,275,0,9,338
9/30/2020,61081,286,9,3.25,3772,36,0.96,0.02,TRUE,0.01,13.54,0,39,49,35,37,53,26,11,36,0,655,534,511,420,461,454,300,436,157,118,11,2188,1484,100,0,0,33,55,60,0,0,132,0,17,490,236,1425,0,74,1527
9/30/2020,61080,224,9,4.19,2598,38,1.48,0.07,TRUE,0.02,21.46,0,42,40,44,37,25,18,12,6,0,542,388,398,407,351,278,148,86,127,96,0,1427,1125,46,0,0,6,47,44,0,12,113,0,13,55,130,1221,0,83,1091
9/30/2020,61078,9,0,0,288,3,1.05,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,57,34,28,25,43,46,38,17,0,0,0,160,121,7,0,0,0,0,0,0,0,8,0,0,0,0,136,0,0,145
9/30/2020,61075,10,0,0,196,0,0,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,38,29,21,31,19,35,13,10,0,7,0,111,84,0,0,0,0,0,0,0,0,0,0,0,0,7,78,0,0,108
9/30/2020,61074,64,2,3.23,724,3,0.42,0.04,TRUE,0.02,15.28,0,0,8,9,11,8,0,6,13,0,86,93,90,109,126,112,83,24,39,25,0,426,294,0,0,0,0,0,23,0,0,36,0,0,0,8,366,0,13,327
9/30/2020,61073,347,12,3.58,5653,112,2.02,0.03,TRUE,0.02,18.11,0,66,70,39,50,67,37,11,7,0,1004,842,769,786,801,657,431,361,186,161,0,3125,2444,84,0,0,7,37,74,0,0,223,0,39,73,145,2641,0,72,2680
9/30/2020,61072,163,7,4.49,3184,56,1.79,0.06,TRUE,0.01,14.09,0,26,36,20,22,24,17,14,0,0,616,404,422,490,407,436,285,124,78,85,0,1807,1336,41,0,0,0,9,24,0,0,121,0,10,30,58,1443,0,33,1609
9/30/2020,61071,145,2,1.4,2066,42,2.08,0.01,TRUE,0.01,10.36,0,30,19,14,18,30,24,7,0,0,376,319,255,273,318,308,143,74,83,58,0,1173,829,64,0,0,21,22,25,0,0,75,0,0,317,103,702,0,28,916
9/30/2020,61070,12,0,0,175,1,0.57,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,31,20,12,23,48,21,9,11,7,0,0,87,79,9,0,0,0,0,0,0,0,7,0,0,0,0,68,0,0,101
9/30/2020,61068,376,11,3.01,3767,25,0.67,0.01,TRUE,0.03,26.31,0,54,77,72,68,56,30,10,9,6,561,719,545,504,555,454,227,196,185,181,10,2060,1588,119,0,0,0,124,206,0,0,42,0,7,25,298,2527,0,53,857
9/30/2020,61065,174,8,4.82,2710,50,1.88,0.07,TRUE,0.02,16.8,0,20,38,22,42,31,9,11,0,0,417,437,372,513,468,309,132,61,98,75,0,1551,1111,48,0,0,0,51,30,0,0,84,0,21,39,184,1361,0,28,1071
9/30/2020,61064,33,0,0,921,2,0.22,0.05,TRUE,0.01,9.07,0,0,8,0,0,0,0,0,0,0,125,159,127,124,125,149,64,47,20,13,0,609,309,0,0,0,0,0,15,0,0,16,0,0,16,8,506,0,10,379
9/30/2020,61063,44,1,2.33,1050,9,0.86,0.12,FALSE,,,0,0,11,8,0,10,6,0,0,0,157,151,155,123,169,173,72,50,21,23,0,577,432,41,0,0,0,0,10,0,0,32,0,11,9,22,375,0,8,625
9/30/2020,61062,19,1,5.56,325,2,0.62,0.09,TRUE,0.01,10.54,0,0,0,0,0,0,0,0,0,0,68,47,42,29,55,33,34,16,13,6,0,190,128,7,0,0,0,0,0,0,0,14,0,0,0,0,139,0,7,176
9/30/2020,61061,60,0,0,1697,17,1.01,0.04,TRUE,0.01,9.4,0,0,9,9,14,11,9,0,0,0,244,240,247,188,284,237,149,107,34,26,0,980,681,36,0,0,0,0,29,0,0,29,0,0,19,15,797,0,15,848
