NAME,County,State,variable,estimate,label
"Oscoda County, Michigan",Oscoda, Michigan,B19101_004,108,"$15,000 to $19,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_005,124,"$20,000 to $24,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_006,127,"$25,000 to $29,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_007,152,"$30,000 to $34,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_008,131,"$35,000 to $39,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_009,251,"$40,000 to $44,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_010,163,"$45,000 to $49,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_011,241,"$50,000 to $59,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_012,346,"$60,000 to $74,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_013,209,"$75,000 to $99,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_014,148,"$100,000 to $124,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_015,58,"$125,000 to $149,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_016,54,"$150,000 to $199,999"
"Oscoda County, Michigan",Oscoda, Michigan,B19101_017,38,"$200,000 or more"
"Otsego County, Michigan",Otsego, Michigan,B19101_002,229,"Less than $10,000"
"Otsego County, Michigan",Otsego, Michigan,B19101_003,125,"$10,000 to $14,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_004,222,"$15,000 to $19,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_005,263,"$20,000 to $24,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_006,453,"$25,000 to $29,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_007,362,"$30,000 to $34,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_008,323,"$35,000 to $39,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_009,338,"$40,000 to $44,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_010,269,"$45,000 to $49,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_011,683,"$50,000 to $59,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_012,882,"$60,000 to $74,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_013,1034,"$75,000 to $99,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_014,751,"$100,000 to $124,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_015,351,"$125,000 to $149,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_016,306,"$150,000 to $199,999"
"Otsego County, Michigan",Otsego, Michigan,B19101_017,171,"$200,000 or more"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_002,1295,"Less than $10,000"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_003,890,"$10,000 to $14,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_004,1041,"$15,000 to $19,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_005,1734,"$20,000 to $24,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_006,1848,"$25,000 to $29,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_007,2132,"$30,000 to $34,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_008,2384,"$35,000 to $39,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_009,3278,"$40,000 to $44,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_010,2845,"$45,000 to $49,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_011,6251,"$50,000 to $59,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_012,10430,"$60,000 to $74,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_013,13577,"$75,000 to $99,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_014,9648,"$100,000 to $124,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_015,6156,"$125,000 to $149,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_016,5507,"$150,000 to $199,999"
"Ottawa County, Michigan",Ottawa, Michigan,B19101_017,4536,"$200,000 or more"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_002,119,"Less than $10,000"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_003,116,"$10,000 to $14,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_004,123,"$15,000 to $19,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_005,162,"$20,000 to $24,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_006,201,"$25,000 to $29,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_007,270,"$30,000 to $34,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_008,178,"$35,000 to $39,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_009,226,"$40,000 to $44,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_010,264,"$45,000 to $49,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_011,460,"$50,000 to $59,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_012,507,"$60,000 to $74,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_013,553,"$75,000 to $99,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_014,306,"$100,000 to $124,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_015,200,"$125,000 to $149,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_016,102,"$150,000 to $199,999"
"Presque Isle County, Michigan",Presque Isle, Michigan,B19101_017,82,"$200,000 or more"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_002,348,"Less than $10,000"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_003,252,"$10,000 to $14,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_004,320,"$15,000 to $19,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_005,376,"$20,000 to $24,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_006,384,"$25,000 to $29,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_007,448,"$30,000 to $34,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_008,312,"$35,000 to $39,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_009,610,"$40,000 to $44,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_010,447,"$45,000 to $49,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_011,823,"$50,000 to $59,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_012,819,"$60,000 to $74,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_013,789,"$75,000 to $99,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_014,311,"$100,000 to $124,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_015,162,"$125,000 to $149,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_016,149,"$150,000 to $199,999"
"Roscommon County, Michigan",Roscommon, Michigan,B19101_017,124,"$200,000 or more"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_002,2572,"Less than $10,000"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_003,1625,"$10,000 to $14,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_004,1996,"$15,000 to $19,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_005,1808,"$20,000 to $24,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_006,2302,"$25,000 to $29,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_007,2457,"$30,000 to $34,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_008,2179,"$35,000 to $39,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_009,2592,"$40,000 to $44,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_010,2825,"$45,000 to $49,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_011,4798,"$50,000 to $59,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_012,5713,"$60,000 to $74,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_013,7204,"$75,000 to $99,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_014,4665,"$100,000 to $124,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_015,2807,"$125,000 to $149,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_016,2171,"$150,000 to $199,999"
"Saginaw County, Michigan",Saginaw, Michigan,B19101_017,2011,"$200,000 or more"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_002,1413,"Less than $10,000"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_003,1210,"$10,000 to $14,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_004,1268,"$15,000 to $19,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_005,1399,"$20,000 to $24,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_006,1626,"$25,000 to $29,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_007,1633,"$30,000 to $34,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_008,1856,"$35,000 to $39,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_009,2252,"$40,000 to $44,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_010,1842,"$45,000 to $49,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_011,3662,"$50,000 to $59,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_012,4992,"$60,000 to $74,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_013,7156,"$75,000 to $99,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_014,4829,"$100,000 to $124,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_015,3317,"$125,000 to $149,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_016,2794,"$150,000 to $199,999"
"St. Clair County, Michigan",St. Clair, Michigan,B19101_017,1675,"$200,000 or more"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_002,774,"Less than $10,000"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_003,360,"$10,000 to $14,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_004,497,"$15,000 to $19,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_005,605,"$20,000 to $24,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_006,667,"$25,000 to $29,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_007,989,"$30,000 to $34,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_008,782,"$35,000 to $39,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_009,960,"$40,000 to $44,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_010,1021,"$45,000 to $49,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_011,1809,"$50,000 to $59,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_012,2224,"$60,000 to $74,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_013,2499,"$75,000 to $99,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_014,1567,"$100,000 to $124,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_015,652,"$125,000 to $149,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_016,653,"$150,000 to $199,999"
"St. Joseph County, Michigan",St. Joseph, Michigan,B19101_017,431,"$200,000 or more"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_002,539,"Less than $10,000"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_003,329,"$10,000 to $14,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_004,468,"$15,000 to $19,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_005,573,"$20,000 to $24,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_006,591,"$25,000 to $29,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_007,656,"$30,000 to $34,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_008,589,"$35,000 to $39,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_009,735,"$40,000 to $44,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_010,681,"$45,000 to $49,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_011,1133,"$50,000 to $59,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_012,1420,"$60,000 to $74,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_013,1658,"$75,000 to $99,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_014,903,"$100,000 to $124,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_015,536,"$125,000 to $149,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_016,353,"$150,000 to $199,999"
"Sanilac County, Michigan",Sanilac, Michigan,B19101_017,252,"$200,000 or more"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_002,64,"Less than $10,000"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_003,114,"$10,000 to $14,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_004,99,"$15,000 to $19,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_005,75,"$20,000 to $24,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_006,112,"$25,000 to $29,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_007,147,"$30,000 to $34,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_008,134,"$35,000 to $39,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_009,97,"$40,000 to $44,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_010,125,"$45,000 to $49,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_011,215,"$50,000 to $59,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_012,293,"$60,000 to $74,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_013,358,"$75,000 to $99,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_014,158,"$100,000 to $124,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_015,79,"$125,000 to $149,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_016,52,"$150,000 to $199,999"
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B19101_017,48,"$200,000 or more"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_002,711,"Less than $10,000"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_003,386,"$10,000 to $14,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_004,484,"$15,000 to $19,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_005,760,"$20,000 to $24,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_006,711,"$25,000 to $29,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_007,939,"$30,000 to $34,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_008,861,"$35,000 to $39,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_009,995,"$40,000 to $44,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_010,896,"$45,000 to $49,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_011,1815,"$50,000 to $59,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_012,2453,"$60,000 to $74,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_013,3354,"$75,000 to $99,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_014,2074,"$100,000 to $124,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_015,1179,"$125,000 to $149,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_016,1042,"$150,000 to $199,999"
"Shiawassee County, Michigan",Shiawassee, Michigan,B19101_017,479,"$200,000 or more"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_002,633,"Less than $10,000"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_003,400,"$10,000 to $14,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_004,538,"$15,000 to $19,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_005,559,"$20,000 to $24,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_006,801,"$25,000 to $29,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_007,733,"$30,000 to $34,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_008,1011,"$35,000 to $39,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_009,806,"$40,000 to $44,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_010,839,"$45,000 to $49,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_011,1404,"$50,000 to $59,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_012,1865,"$60,000 to $74,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_013,2318,"$75,000 to $99,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_014,1401,"$100,000 to $124,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_015,657,"$125,000 to $149,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_016,639,"$150,000 to $199,999"
"Tuscola County, Michigan",Tuscola, Michigan,B19101_017,310,"$200,000 or more"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_002,584,"Less than $10,000"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_003,590,"$10,000 to $14,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_004,691,"$15,000 to $19,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_005,850,"$20,000 to $24,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_006,784,"$25,000 to $29,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_007,1187,"$30,000 to $34,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_008,1111,"$35,000 to $39,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_009,969,"$40,000 to $44,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_010,827,"$45,000 to $49,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_011,1785,"$50,000 to $59,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_012,2609,"$60,000 to $74,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_013,2900,"$75,000 to $99,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_014,2110,"$100,000 to $124,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_015,1063,"$125,000 to $149,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_016,1137,"$150,000 to $199,999"
"Van Buren County, Michigan",Van Buren, Michigan,B19101_017,730,"$200,000 or more"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_002,2158,"Less than $10,000"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_003,1636,"$10,000 to $14,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_004,1428,"$15,000 to $19,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_005,2049,"$20,000 to $24,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_006,1609,"$25,000 to $29,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_007,2162,"$30,000 to $34,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_008,1970,"$35,000 to $39,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_009,2393,"$40,000 to $44,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_010,2270,"$45,000 to $49,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_011,5211,"$50,000 to $59,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_012,7688,"$60,000 to $74,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_013,10673,"$75,000 to $99,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_014,9725,"$100,000 to $124,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_015,7739,"$125,000 to $149,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_016,9910,"$150,000 to $199,999"
"Washtenaw County, Michigan",Washtenaw, Michigan,B19101_017,12262,"$200,000 or more"
"Wayne County, Michigan",Wayne, Michigan,B19101_002,33251,"Less than $10,000"
"Wayne County, Michigan",Wayne, Michigan,B19101_003,16431,"$10,000 to $14,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_004,19431,"$15,000 to $19,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_005,18558,"$20,000 to $24,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_006,19433,"$25,000 to $29,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_007,19690,"$30,000 to $34,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_008,19160,"$35,000 to $39,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_009,17738,"$40,000 to $44,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_010,16415,"$45,000 to $49,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_011,33093,"$50,000 to $59,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_012,40022,"$60,000 to $74,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_013,53123,"$75,000 to $99,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_014,37780,"$100,000 to $124,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_015,23643,"$125,000 to $149,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_016,24203,"$150,000 to $199,999"
"Wayne County, Michigan",Wayne, Michigan,B19101_017,22626,"$200,000 or more"
"Wexford County, Michigan",Wexford, Michigan,B19101_002,462,"Less than $10,000"
"Wexford County, Michigan",Wexford, Michigan,B19101_003,271,"$10,000 to $14,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_004,299,"$15,000 to $19,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_005,496,"$20,000 to $24,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_006,479,"$25,000 to $29,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_007,567,"$30,000 to $34,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_008,531,"$35,000 to $39,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_009,631,"$40,000 to $44,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_010,530,"$45,000 to $49,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_011,991,"$50,000 to $59,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_012,1178,"$60,000 to $74,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_013,1046,"$75,000 to $99,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_014,602,"$100,000 to $124,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_015,247,"$125,000 to $149,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_016,271,"$150,000 to $199,999"
"Wexford County, Michigan",Wexford, Michigan,B19101_017,173,"$200,000 or more"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_002,205,"Less than $10,000"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_003,128,"$10,000 to $14,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_004,125,"$15,000 to $19,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_005,307,"$20,000 to $24,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_006,301,"$25,000 to $29,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_007,225,"$30,000 to $34,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_008,280,"$35,000 to $39,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_009,333,"$40,000 to $44,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_010,271,"$45,000 to $49,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_011,495,"$50,000 to $59,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_012,700,"$60,000 to $74,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_013,765,"$75,000 to $99,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_014,395,"$100,000 to $124,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_015,225,"$125,000 to $149,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_016,160,"$150,000 to $199,999"
"Aitkin County, Minnesota",Aitkin, Minnesota,B19101_017,108,"$200,000 or more"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_002,1427,"Less than $10,000"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_003,918,"$10,000 to $14,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_004,1402,"$15,000 to $19,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_005,1601,"$20,000 to $24,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_006,2092,"$25,000 to $29,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_007,2389,"$30,000 to $34,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_008,2336,"$35,000 to $39,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_009,3152,"$40,000 to $44,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_010,3003,"$45,000 to $49,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_011,6483,"$50,000 to $59,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_012,8930,"$60,000 to $74,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_013,16489,"$75,000 to $99,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_014,13467,"$100,000 to $124,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_015,9896,"$125,000 to $149,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_016,10378,"$150,000 to $199,999"
"Anoka County, Minnesota",Anoka, Minnesota,B19101_017,6946,"$200,000 or more"
"Becker County, Minnesota",Becker, Minnesota,B19101_002,277,"Less than $10,000"
"Becker County, Minnesota",Becker, Minnesota,B19101_003,254,"$10,000 to $14,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_004,188,"$15,000 to $19,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_005,189,"$20,000 to $24,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_006,349,"$25,000 to $29,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_007,414,"$30,000 to $34,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_008,413,"$35,000 to $39,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_009,336,"$40,000 to $44,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_010,350,"$45,000 to $49,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_011,704,"$50,000 to $59,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_012,1340,"$60,000 to $74,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_013,1755,"$75,000 to $99,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_014,970,"$100,000 to $124,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_015,586,"$125,000 to $149,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_016,485,"$150,000 to $199,999"
"Becker County, Minnesota",Becker, Minnesota,B19101_017,458,"$200,000 or more"
"Beltrami County, Minnesota",Beltrami, Minnesota,B19101_002,527,"Less than $10,000"
"Beltrami County, Minnesota",Beltrami, Minnesota,B19101_003,475,"$10,000 to $14,999"
"Beltrami County, Minnesota",Beltrami, Minnesota,B19101_004,319,"$15,000 to $19,999"
"Beltrami County, Minnesota",Beltrami, Minnesota,B19101_005,433,"$20,000 to $24,999"
"Beltrami County, Minnesota",Beltrami, Minnesota,B19101_006,432,"$25,000 to $29,999"
"Beltrami County, Minnesota",Beltrami, Minnesota,B19101_007,572,"$30,000 to $34,999"
